,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L,+/-
804,ATL,12/17/16,48,0.523,0.186,0.125,0.2,0.557,0.148,0.122,0.156,CHA,1,1,1,0,-8
805,POR,12/17/16,48,0.442,0.233,0.111,0.13,0.667,0.299,0.144,0.273,GSW,0,2,2,0,-45
806,NYK,12/17/16,48,0.488,0.488,0.129,0.231,0.611,0.322,0.098,0.297,DEN,0,2,2,0,-13
807,CLE,12/17/16,48,0.601,0.202,0.085,0.262,0.57,0.151,0.128,0.233,LAL,1,3,1,1,11
808,SAC,12/18/16,48,0.447,0.224,0.171,0.136,0.526,0.286,0.12,0.143,DAL,0,2,2,0,-20
809,DAL,12/18/16,48,0.526,0.286,0.12,0.143,0.447,0.224,0.171,0.136,SAC,1,2,2,1,20
810,LAC,12/18/16,48,0.534,0.276,0.149,0.333,0.593,0.37,0.15,0.243,WAS,0,2,2,0,-7
811,TOR,12/18/16,48,0.534,0.241,0.113,0.238,0.428,0.108,0.206,0.213,ORL,0,2,2,1,30
812,WAS,12/18/16,48,0.593,0.37,0.15,0.243,0.534,0.276,0.149,0.333,LAC,1,2,2,1,7
813,ORL,12/18/16,48,0.428,0.108,0.206,0.213,0.534,0.241,0.113,0.238,TOR,1,2,2,0,-30
814,BOS,12/18/16,48,0.506,0.211,0.13,0.239,0.587,0.362,0.237,0.188,MIA,0,2,2,1,10
815,MIA,12/18/16,48,0.587,0.362,0.237,0.188,0.506,0.211,0.13,0.239,BOS,1,2,2,0,-10
816,NOP,12/18/16,48,0.517,0.157,0.121,0.178,0.552,0.256,0.143,0.293,SAS,0,2,3,0,-13
817,PHI,12/18/16,48,0.5,0.261,0.166,0.265,0.519,0.383,0.154,0.171,BKN,1,2,2,1,1
818,UTA,12/18/16,48,0.515,0.379,0.172,0.147,0.312,0.194,0.118,0.339,MEM,0,2,2,1,9
819,MEM,12/18/16,48,0.312,0.194,0.118,0.339,0.515,0.379,0.172,0.147,UTA,1,2,2,0,-9
820,BKN,12/18/16,48,0.519,0.383,0.154,0.171,0.5,0.261,0.166,0.265,PHI,0,2,2,0,-1
821,SAS,12/18/16,48,0.552,0.256,0.143,0.293,0.517,0.157,0.121,0.178,NOP,1,3,2,1,13
822,ATL,12/19/16,48,0.607,0.32,0.157,0.147,0.506,0.299,0.126,0.333,OKC,0,2,2,1,2
823,WAS,12/19/16,48,0.477,0.295,0.149,0.304,0.511,0.241,0.147,0.205,IND,0,1,2,0,-2
824,IND,12/19/16,48,0.511,0.241,0.147,0.205,0.477,0.295,0.149,0.304,WAS,1,2,1,1,2
825,PHX,12/19/16,48,0.506,0.427,0.16,0.211,0.529,0.291,0.181,0.297,MIN,0,2,2,0,-7
826,DEN,12/19/16,48,0.644,0.225,0.129,0.219,0.625,0.113,0.13,0.105,DAL,1,2,1,1,10
827,DET,12/19/16,48,0.428,0.157,0.123,0.213,0.646,0.085,0.146,0.29,CHI,0,2,3,0,-31
828,DAL,12/19/16,48,0.625,0.113,0.13,0.105,0.644,0.225,0.129,0.219,DEN,0,1,2,0,-10
829,MIN,12/19/16,48,0.529,0.291,0.181,0.297,0.506,0.427,0.16,0.211,PHX,1,2,2,1,7
830,CHI,12/19/16,48,0.646,0.085,0.146,0.29,0.428,0.157,0.123,0.213,DET,1,3,2,1,31
831,OKC,12/19/16,48,0.506,0.299,0.126,0.333,0.607,0.32,0.157,0.147,ATL,1,2,2,0,-2
832,NYK,12/20/16,48,0.574,0.239,0.139,0.108,0.462,0.363,0.087,0.212,IND,1,3,1,1,7
833,SAC,12/20/16,48,0.625,0.597,0.103,0.133,0.535,0.465,0.092,0.357,POR,1,2,3,1,5
834,CLE,12/20/16,48,0.5,0.297,0.096,0.184,0.5,0.333,0.145,0.244,MIL,0,3,4,1,6
835,UTA,12/20/16,48,0.414,0.263,0.235,0.196,0.494,0.189,0.102,0.209,GSW,0,2,3,0,-30
836,SAS,12/20/16,48,0.545,0.325,0.196,0.244,0.413,0.293,0.169,0.377,HOU,0,2,3,1,2
837,BKN,12/20/16,48,0.451,0.308,0.16,0.28,0.505,0.341,0.123,0.24,TOR,0,2,2,0,-12
838,LAC,12/20/16,48,0.64,0.151,0.13,0.139,0.494,0.222,0.134,0.319,DEN,1,2,1,1,17
839,NOP,12/20/16,48,0.484,0.28,0.119,0.302,0.47,0.256,0.132,0.13,PHI,0,2,2,1,15
840,CHA,12/20/16,48,0.516,0.255,0.101,0.348,0.578,0.122,0.124,0.263,LAL,1,3,3,1,4
841,DEN,12/20/16,48,0.494,0.222,0.134,0.319,0.64,0.151,0.13,0.139,LAC,0,1,2,0,-17
842,TOR,12/20/16,48,0.505,0.341,0.123,0.24,0.451,0.308,0.16,0.28,BKN,1,2,2,1,12
843,GSW,12/20/16,48,0.494,0.189,0.102,0.209,0.414,0.263,0.235,0.196,UTA,1,3,2,1,30
844,POR,12/20/16,48,0.535,0.465,0.092,0.357,0.625,0.597,0.103,0.133,SAC,0,3,2,0,-5
845,LAL,12/20/16,48,0.578,0.122,0.124,0.263,0.516,0.255,0.101,0.348,CHA,0,3,3,0,-4
846,PHI,12/20/16,48,0.47,0.256,0.132,0.13,0.484,0.28,0.119,0.302,NOP,1,2,2,0,-15
847,MIL,12/20/16,48,0.5,0.333,0.145,0.244,0.5,0.297,0.096,0.184,CLE,1,4,3,0,-6
848,IND,12/20/16,48,0.462,0.363,0.087,0.212,0.574,0.239,0.139,0.108,NYK,0,1,3,0,-7
849,MIA,12/20/16,48,0.519,0.241,0.098,0.18,0.548,0.295,0.089,0.133,ORL,1,2,2,0,-6
850,BOS,12/20/16,48,0.481,0.469,0.127,0.186,0.468,0.277,0.128,0.34,MEM,0,2,2,1,3
851,ORL,12/20/16,48,0.548,0.295,0.089,0.133,0.519,0.241,0.098,0.18,MIA,0,2,2,1,6
852,MEM,12/20/16,48,0.468,0.277,0.128,0.34,0.481,0.469,0.127,0.186,BOS,1,2,2,0,-3
853,HOU,12/20/16,48,0.413,0.293,0.169,0.377,0.545,0.325,0.196,0.244,SAS,1,3,2,0,-2
854,POR,12/21/16,48,0.514,0.389,0.184,0.243,0.464,0.277,0.117,0.227,DAL,1,1,2,0,-1
855,HOU,12/21/16,48,0.64,0.302,0.119,0.231,0.522,0.215,0.093,0.333,PHX,0,1,2,1,14
856,MEM,12/21/16,48,0.5,0.232,0.097,0.163,0.403,0.514,0.178,0.244,DET,0,1,2,1,12
857,OKC,12/21/16,48,0.574,0.273,0.105,0.325,0.523,0.261,0.089,0.143,NOP,0,2,1,1,11
858,DET,12/21/16,48,0.403,0.514,0.178,0.244,0.5,0.232,0.097,0.163,MEM,1,2,1,0,-12
859,DAL,12/21/16,48,0.464,0.277,0.117,0.227,0.514,0.389,0.184,0.243,POR,0,2,1,1,1
860,WAS,12/21/16,48,0.543,0.305,0.103,0.158,0.432,0.2,0.148,0.309,CHI,0,2,2,1,10
861,SAC,12/21/16,48,0.527,0.324,0.126,0.182,0.507,0.297,0.125,0.175,UTA,0,1,1,1,1
862,CLE,12/21/16,48,0.58,0.218,0.122,0.214,0.526,0.377,0.097,0.154,MIL,1,1,1,1,11
863,UTA,12/21/16,48,0.507,0.297,0.125,0.175,0.527,0.324,0.126,0.182,SAC,1,1,1,0,-1
864,CHI,12/21/16,48,0.432,0.2,0.148,0.309,0.543,0.305,0.103,0.158,WAS,1,2,2,0,-10
865,PHX,12/21/16,48,0.522,0.215,0.093,0.333,0.64,0.302,0.119,0.231,HOU,1,2,1,0,-14
866,ATL,12/21/16,48,0.457,0.159,0.111,0.178,0.476,0.169,0.186,0.357,MIN,1,2,2,0,-8
867,MIL,12/21/16,48,0.526,0.377,0.097,0.154,0.58,0.218,0.122,0.214,CLE,0,1,1,0,-11
868,MIN,12/21/16,48,0.476,0.169,0.186,0.357,0.457,0.159,0.111,0.178,ATL,0,2,2,1,8
869,NOP,12/21/16,48,0.523,0.261,0.089,0.143,0.574,0.273,0.105,0.325,OKC,1,1,2,0,-11
870,BOS,12/22/16,48,0.467,0.293,0.095,0.176,0.47,0.354,0.18,0.186,IND,0,2,2,1,7
871,MIA,12/22/16,48,0.601,0.25,0.135,0.244,0.522,0.167,0.138,0.196,LAL,1,2,2,1,8
872,SAS,12/22/16,48,0.435,0.272,0.133,0.346,0.536,0.265,0.122,0.14,LAC,0,2,2,0,-5
873,LAC,12/22/16,48,0.536,0.265,0.122,0.14,0.435,0.272,0.133,0.346,SAS,1,2,2,1,5
874,BKN,12/22/16,48,0.517,0.186,0.232,0.149,0.51,0.135,0.116,0.22,GSW,1,2,2,0,-16
875,IND,12/22/16,48,0.47,0.354,0.18,0.186,0.467,0.293,0.095,0.176,BOS,1,2,2,0,-7
876,LAL,12/22/16,48,0.522,0.167,0.138,0.196,0.601,0.25,0.135,0.244,MIA,0,2,2,0,-8
877,ORL,12/22/16,48,0.461,0.178,0.155,0.227,0.474,0.177,0.149,0.367,NYK,0,2,2,0,-11
878,NYK,12/22/16,48,0.474,0.177,0.149,0.367,0.461,0.178,0.155,0.227,ORL,1,2,2,1,11
879,GSW,12/22/16,48,0.51,0.135,0.116,0.22,0.517,0.186,0.232,0.149,BKN,0,2,2,1,16
880,CHA,12/23/16,48,0.47,0.333,0.106,0.255,0.432,0.104,0.097,0.321,CHI,1,3,2,1,12
881,ORL,12/23/16,48,0.567,0.157,0.137,0.171,0.402,0.276,0.174,0.231,LAL,1,1,1,1,19
882,PHX,12/23/16,48,0.608,0.468,0.192,0.355,0.584,0.265,0.191,0.2,PHI,1,2,3,1,7
883,CHI,12/23/16,48,0.432,0.104,0.097,0.321,0.47,0.333,0.106,0.255,CHA,0,2,3,0,-12
884,HOU,12/23/16,48,0.539,0.169,0.141,0.256,0.586,0.309,0.126,0.231,MEM,0,2,2,0,-6
885,GSW,12/23/16,48,0.63,0.312,0.216,0.114,0.565,0.329,0.132,0.119,DET,0,1,2,1,6
886,BKN,12/23/16,48,0.494,0.212,0.181,0.149,0.495,0.242,0.1,0.229,CLE,0,1,2,0,-20
887,SAC,12/23/16,48,0.619,0.175,0.121,0.167,0.532,0.329,0.142,0.3,MIN,0,2,2,1,4
888,UTA,12/23/16,48,0.506,0.266,0.185,0.225,0.58,0.185,0.108,0.139,TOR,1,2,3,0,-6
889,NOP,12/23/16,48,0.433,0.236,0.103,0.186,0.46,0.149,0.172,0.216,MIA,1,2,1,1,4
890,POR,12/23/16,48,0.519,0.203,0.183,0.238,0.577,0.269,0.139,0.361,SAS,1,2,1,0,-20
891,CLE,12/23/16,48,0.495,0.242,0.1,0.229,0.494,0.212,0.181,0.149,BKN,1,2,1,1,20
892,OKC,12/23/16,48,0.581,0.45,0.132,0.256,0.489,0.28,0.121,0.227,BOS,0,2,1,1,5
893,SAS,12/23/16,48,0.577,0.269,0.139,0.361,0.519,0.203,0.183,0.238,POR,0,1,2,1,20
894,MIN,12/23/16,48,0.532,0.329,0.142,0.3,0.619,0.175,0.121,0.167,SAC,1,2,2,0,-4
895,TOR,12/23/16,48,0.58,0.185,0.108,0.139,0.506,0.266,0.185,0.225,UTA,0,3,2,1,6
896,MIA,12/23/16,48,0.46,0.149,0.172,0.216,0.433,0.236,0.103,0.186,NOP,0,1,2,0,-4
897,LAC,12/23/16,48,0.547,0.149,0.215,0.176,0.466,0.172,0.131,0.286,DAL,1,1,2,0,-2
898,WAS,12/23/16,48,0.513,0.228,0.155,0.132,0.619,0.338,0.125,0.242,MIL,0,2,2,0,-27
899,MIL,12/23/16,48,0.619,0.338,0.125,0.242,0.513,0.228,0.155,0.132,WAS,1,2,2,1,27
900,ATL,12/23/16,48,0.477,0.384,0.08,0.188,0.526,0.449,0.148,0.184,DEN,0,2,3,1,1
901,DET,12/23/16,48,0.565,0.329,0.132,0.119,0.63,0.312,0.216,0.114,GSW,1,2,1,0,-6
902,DEN,12/23/16,48,0.526,0.449,0.148,0.184,0.477,0.384,0.08,0.188,ATL,1,3,2,0,-1
903,LAL,12/23/16,48,0.402,0.276,0.174,0.231,0.567,0.157,0.137,0.171,ORL,0,1,1,0,-19
904,BOS,12/23/16,48,0.489,0.28,0.121,0.227,0.581,0.45,0.132,0.256,OKC,1,1,2,0,-5
905,MEM,12/23/16,48,0.586,0.309,0.126,0.231,0.539,0.169,0.141,0.256,HOU,1,2,2,1,6
906,DAL,12/23/16,48,0.466,0.172,0.131,0.286,0.547,0.149,0.215,0.176,LAC,0,2,1,1,2
907,PHI,12/23/16,48,0.584,0.265,0.191,0.2,0.608,0.468,0.192,0.355,PHX,0,3,2,0,-7
908,MIN,12/25/16,48,0.494,0.277,0.137,0.25,0.561,0.293,0.152,0.265,OKC,0,2,2,0,-12
909,CHI,12/25/16,48,0.494,0.233,0.148,0.304,0.618,0.224,0.136,0.314,SAS,0,2,2,0,-19
910,LAC,12/25/16,48,0.494,0.259,0.159,0.222,0.524,0.357,0.143,0.289,LAL,0,2,2,0,-9
911,OKC,12/25/16,48,0.561,0.293,0.152,0.265,0.494,0.277,0.137,0.25,MIN,1,2,2,1,12
912,LAL,12/25/16,48,0.524,0.357,0.143,0.289,0.494,0.259,0.159,0.222,LAC,1,2,2,1,9
913,BOS,12/25/16,48,0.559,0.215,0.072,0.273,0.517,0.31,0.172,0.386,NYK,0,2,3,1,5
914,CLE,12/25/16,48,0.453,0.337,0.116,0.327,0.539,0.377,0.191,0.161,GSW,1,2,2,1,1
915,SAS,12/25/16,48,0.618,0.224,0.136,0.314,0.494,0.233,0.148,0.304,CHI,1,2,2,1,19
916,GSW,12/25/16,48,0.539,0.377,0.191,0.161,0.453,0.337,0.116,0.327,CLE,0,2,2,0,-1
917,NYK,12/25/16,48,0.517,0.31,0.172,0.386,0.559,0.215,0.072,0.273,BOS,1,3,2,0,-5
918,HOU,12/26/16,48,0.582,0.326,0.174,0.213,0.46,0.267,0.164,0.302,PHX,1,3,3,1,16
919,MIN,12/26/16,48,0.543,0.22,0.16,0.275,0.47,0.205,0.205,0.37,ATL,1,1,3,1,14
920,ORL,12/26/16,48,0.587,0.186,0.096,0.2,0.526,0.368,0.066,0.079,MEM,1,3,3,1,10
921,CHI,12/26/16,48,0.422,0.337,0.15,0.34,0.475,0.123,0.173,0.22,IND,1,1,4,1,5
922,MIL,12/26/16,48,0.494,0.264,0.141,0.267,0.582,0.253,0.174,0.189,WAS,0,3,3,0,-5
923,MEM,12/26/16,48,0.526,0.368,0.066,0.079,0.587,0.186,0.096,0.2,ORL,0,3,3,0,-10
924,LAC,12/26/16,48,0.518,0.238,0.128,0.091,0.506,0.341,0.161,0.244,DEN,1,1,3,0,-4
925,IND,12/26/16,48,0.475,0.123,0.173,0.22,0.422,0.337,0.15,0.34,CHI,0,4,1,0,-5
926,DET,12/26/16,48,0.533,0.163,0.119,0.213,0.449,0.291,0.218,0.222,CLE,1,3,1,1,16
927,WAS,12/26/16,48,0.582,0.253,0.174,0.189,0.494,0.264,0.141,0.267,MIL,1,3,3,1,5
928,TOR,12/26/16,48,0.4,0.253,0.116,0.246,0.47,0.217,0.184,0.224,POR,0,3,3,1,4
929,DAL,12/26/16,48,0.58,0.293,0.12,0.1,0.614,0.429,0.123,0.152,NOP,0,3,3,0,-7
930,DEN,12/26/16,48,0.506,0.341,0.161,0.244,0.518,0.238,0.128,0.091,LAC,0,3,1,1,4
931,PHI,12/26/16,48,0.551,0.228,0.218,0.216,0.489,0.241,0.186,0.302,SAC,0,3,3,0,-2
932,CHA,12/26/16,48,0.511,0.266,0.106,0.255,0.633,0.413,0.151,0.111,BKN,0,3,3,0,-2
933,CLE,12/26/16,48,0.449,0.291,0.218,0.222,0.533,0.163,0.119,0.213,DET,0,1,3,0,-16
934,PHX,12/26/16,48,0.46,0.267,0.164,0.302,0.582,0.326,0.174,0.213,HOU,0,3,3,0,-16
935,SAC,12/26/16,48,0.489,0.241,0.186,0.302,0.551,0.228,0.218,0.216,PHI,1,3,3,1,2
936,BKN,12/26/16,48,0.633,0.413,0.151,0.111,0.511,0.266,0.106,0.255,CHA,1,3,3,1,2
937,POR,12/26/16,48,0.47,0.217,0.184,0.224,0.4,0.253,0.116,0.246,TOR,1,3,3,0,-4
938,ATL,12/26/16,48,0.47,0.205,0.205,0.37,0.543,0.22,0.16,0.275,MIN,0,3,1,0,-14
939,NOP,12/26/16,48,0.614,0.429,0.123,0.152,0.58,0.293,0.12,0.1,DAL,1,3,3,1,7
940,MEM,12/27/16,48,0.472,0.33,0.111,0.283,0.553,0.247,0.183,0.368,BOS,0,1,2,0,-10
941,DAL,12/27/16,48,0.5,0.287,0.104,0.245,0.635,0.359,0.175,0.278,HOU,1,1,1,0,-16
942,BOS,12/27/16,48,0.553,0.247,0.183,0.368,0.472,0.33,0.111,0.283,MEM,1,2,1,1,10
943,HOU,12/27/16,48,0.635,0.359,0.175,0.278,0.5,0.287,0.104,0.245,DAL,0,1,1,1,16
944,UTA,12/27/16,48,0.567,0.32,0.218,0.359,0.494,0.265,0.171,0.375,LAL,0,4,2,1,2
945,LAL,12/27/16,48,0.494,0.265,0.171,0.375,0.567,0.32,0.218,0.359,UTA,1,2,4,0,-2
946,OKC,12/27/16,48,0.543,0.305,0.177,0.378,0.482,0.256,0.136,0.22,MIA,0,2,4,1,12
947,MIA,12/27/16,48,0.482,0.256,0.136,0.22,0.543,0.305,0.177,0.378,OKC,1,4,2,0,-12
948,SAS,12/28/16,48,0.569,0.287,0.163,0.381,0.534,0.324,0.221,0.189,PHX,1,3,2,1,21
949,IND,12/28/16,48,0.513,0.367,0.13,0.114,0.538,0.474,0.185,0.341,WAS,0,2,2,0,-6
950,LAC,12/28/16,48,0.452,0.191,0.131,0.302,0.517,0.241,0.073,0.16,NOP,0,2,2,0,-4
951,MIN,12/28/16,48,0.484,0.181,0.086,0.348,0.58,0.173,0.159,0.229,DEN,0,2,2,0,-2
952,DEN,12/28/16,48,0.58,0.173,0.159,0.229,0.484,0.181,0.086,0.348,MIN,1,2,2,1,2
953,MIL,12/28/16,48,0.637,0.19,0.074,0.083,0.477,0.182,0.116,0.239,DET,0,2,2,1,25
954,BKN,12/28/16,48,0.506,0.186,0.16,0.196,0.415,0.33,0.177,0.378,CHI,0,2,2,0,-2
955,CHI,12/28/16,48,0.415,0.33,0.177,0.378,0.506,0.186,0.16,0.196,BKN,1,2,2,1,2
956,POR,12/28/16,48,0.554,0.297,0.169,0.132,0.449,0.291,0.117,0.13,SAC,1,2,2,1,13
957,SAC,12/28/16,48,0.449,0.291,0.117,0.13,0.554,0.297,0.169,0.132,POR,0,2,2,0,-13
958,ATL,12/28/16,48,0.401,0.267,0.135,0.293,0.414,0.28,0.166,0.269,NYK,1,2,3,1,4
959,DET,12/28/16,48,0.477,0.182,0.116,0.239,0.637,0.19,0.074,0.083,MIL,1,2,2,0,-25
960,WAS,12/28/16,48,0.538,0.474,0.185,0.341,0.513,0.367,0.13,0.114,IND,1,2,2,1,6
961,CHA,12/28/16,48,0.607,0.226,0.145,0.294,0.541,0.116,0.138,0.2,ORL,0,2,2,1,19
962,NYK,12/28/16,48,0.414,0.28,0.166,0.269,0.401,0.267,0.135,0.293,ATL,0,3,2,0,-4
963,NOP,12/28/16,48,0.517,0.241,0.073,0.16,0.452,0.191,0.131,0.302,LAC,1,2,2,1,4
964,ORL,12/28/16,48,0.541,0.116,0.138,0.2,0.607,0.226,0.145,0.294,CHA,1,2,2,0,-19
965,PHX,12/28/16,48,0.534,0.324,0.221,0.189,0.569,0.287,0.163,0.381,SAS,0,2,3,0,-21
966,GSW,12/28/16,48,0.654,0.222,0.2,0.257,0.451,0.214,0.07,0.311,TOR,1,3,2,1,10
967,TOR,12/28/16,48,0.451,0.214,0.07,0.311,0.654,0.222,0.2,0.257,GSW,0,2,3,0,-10
968,MIA,12/29/16,48,0.463,0.159,0.169,0.085,0.414,0.194,0.091,0.208,CHA,0,2,1,0,-9
969,DAL,12/29/16,48,0.584,0.182,0.189,0.27,0.522,0.368,0.172,0.179,LAL,0,2,2,1,12
970,LAL,12/29/16,48,0.522,0.368,0.172,0.179,0.584,0.182,0.189,0.27,DAL,1,2,2,0,-12
971,PHI,12/29/16,48,0.437,0.092,0.171,0.277,0.582,0.384,0.164,0.243,UTA,0,3,2,0,-17
972,CHA,12/29/16,48,0.414,0.194,0.091,0.208,0.463,0.159,0.169,0.085,MIA,1,1,2,1,9
973,OKC,12/29/16,48,0.365,0.514,0.198,0.333,0.604,0.244,0.149,0.306,MEM,0,2,2,0,-34
974,PHX,12/29/16,48,0.5,0.277,0.198,0.261,0.447,0.387,0.194,0.205,TOR,1,1,1,1,8
975,TOR,12/29/16,48,0.447,0.387,0.194,0.205,0.5,0.277,0.198,0.261,PHX,0,1,1,0,-8
976,MEM,12/29/16,48,0.604,0.244,0.149,0.306,0.365,0.514,0.198,0.333,OKC,1,2,2,1,34
977,UTA,12/29/16,48,0.582,0.384,0.164,0.243,0.437,0.092,0.171,0.277,PHI,1,2,3,1,17
978,BOS,12/29/16,48,0.576,0.247,0.111,0.154,0.602,0.398,0.176,0.361,CLE,0,2,3,0,-6
979,CLE,12/29/16,48,0.602,0.398,0.176,0.361,0.576,0.247,0.111,0.154,BOS,1,3,2,1,6
980,HOU,12/30/16,48,0.642,0.531,0.125,0.25,0.536,0.167,0.14,0.234,LAC,1,3,2,1,24
981,BOS,12/30/16,48,0.628,0.392,0.146,0.143,0.594,0.111,0.123,0.265,MIA,1,1,1,1,3
982,DEN,12/30/16,48,0.53,0.488,0.108,0.275,0.529,0.46,0.109,0.306,PHI,1,2,1,0,-2
983,GSW,12/30/16,48,0.565,0.179,0.131,0.121,0.462,0.161,0.101,0.22,DAL,1,2,1,1,9
984,SAS,12/30/16,48,0.571,0.321,0.179,0.324,0.494,0.273,0.115,0.051,POR,1,2,2,1,16
985,MIL,12/30/16,48,0.595,0.23,0.158,0.212,0.643,0.273,0.123,0.267,MIN,0,2,2,0,-17
986,IND,12/30/16,48,0.525,0.37,0.113,0.2,0.452,0.369,0.136,0.306,CHI,1,2,2,1,10
987,DET,12/30/16,48,0.47,0.25,0.185,0.304,0.489,0.284,0.147,0.293,ATL,0,2,2,0,-7
988,BKN,12/30/16,48,0.5,0.338,0.21,0.143,0.633,0.169,0.198,0.235,WAS,0,2,2,0,-23
989,MIA,12/30/16,48,0.594,0.111,0.123,0.265,0.628,0.392,0.146,0.143,BOS,0,1,1,0,-3
990,CHI,12/30/16,48,0.452,0.369,0.136,0.306,0.525,0.37,0.113,0.2,IND,0,2,2,0,-10
991,WAS,12/30/16,48,0.633,0.169,0.198,0.235,0.5,0.338,0.21,0.143,BKN,1,2,2,1,23
992,PHI,12/30/16,48,0.529,0.46,0.109,0.306,0.53,0.488,0.108,0.275,DEN,0,1,2,1,2
993,POR,12/30/16,48,0.494,0.273,0.115,0.051,0.571,0.321,0.179,0.324,SAS,0,2,2,0,-16
994,NOP,12/30/16,48,0.518,0.2,0.126,0.048,0.414,0.172,0.135,0.2,NYK,1,2,2,1,12
995,ATL,12/30/16,48,0.489,0.284,0.147,0.293,0.47,0.25,0.185,0.304,DET,1,2,2,1,7
996,NYK,12/30/16,48,0.414,0.172,0.135,0.2,0.518,0.2,0.126,0.048,NOP,0,2,2,0,-12
997,DAL,12/30/16,48,0.462,0.161,0.101,0.22,0.565,0.179,0.131,0.121,GSW,0,1,2,0,-9
998,LAC,12/30/16,48,0.536,0.167,0.14,0.234,0.642,0.531,0.125,0.25,HOU,0,2,3,0,-24
999,MIN,12/30/16,48,0.643,0.273,0.123,0.267,0.595,0.23,0.158,0.212,MIL,1,2,2,1,17
1000,MIL,12/31/16,48,0.625,0.355,0.131,0.258,0.458,0.337,0.119,0.292,CHI,0,1,1,1,20
1001,LAC,12/31/16,48,0.467,0.28,0.18,0.163,0.538,0.449,0.095,0.205,OKC,0,1,2,0,-26
1002,CLE,12/31/16,48,0.588,0.294,0.064,0.216,0.571,0.295,0.143,0.27,CHA,0,2,2,1,12
1003,CHA,12/31/16,48,0.571,0.295,0.143,0.27,0.588,0.294,0.064,0.216,CLE,1,2,2,0,-12
1004,SAC,12/31/16,48,0.507,0.389,0.151,0.282,0.603,0.103,0.081,0.3,MEM,1,3,2,0,-14
1005,OKC,12/31/16,48,0.538,0.449,0.095,0.205,0.467,0.28,0.18,0.163,LAC,1,2,1,1,26
1006,NYK,12/31/16,48,0.495,0.238,0.064,0.265,0.571,0.315,0.121,0.222,HOU,0,1,1,0,-7
1007,PHX,12/31/16,48,0.454,0.115,0.118,0.184,0.534,0.274,0.165,0.158,UTA,0,2,2,0,-5
1008,MEM,12/31/16,48,0.603,0.103,0.081,0.3,0.507,0.389,0.151,0.282,SAC,0,2,3,1,14
1009,HOU,12/31/16,48,0.571,0.315,0.121,0.222,0.495,0.238,0.064,0.265,NYK,1,1,1,1,7
1010,CHI,12/31/16,48,0.458,0.337,0.119,0.292,0.625,0.355,0.131,0.258,MIL,1,1,1,0,-20
1011,UTA,12/31/16,48,0.534,0.274,0.165,0.158,0.454,0.115,0.118,0.184,PHX,1,2,2,1,5
1012,TOR,1/1/17,48,0.627,0.427,0.16,0.156,0.484,0.337,0.082,0.314,LAL,0,3,3,1,9
1013,MIA,1/1/17,48,0.545,0.234,0.128,0.073,0.541,0.256,0.132,0.244,DET,1,2,2,0,-9
1014,IND,1/1/17,48,0.552,0.279,0.11,0.2,0.485,0.113,0.098,0.208,ORL,1,2,4,1,13
1015,LAL,1/1/17,48,0.484,0.337,0.082,0.314,0.627,0.427,0.16,0.156,TOR,1,3,3,0,-9
1016,POR,1/1/17,48,0.534,0.384,0.147,0.105,0.443,0.207,0.172,0.26,MIN,0,2,2,1,6
1017,ORL,1/1/17,48,0.485,0.113,0.098,0.208,0.552,0.279,0.11,0.2,IND,0,4,2,0,-13
1018,DET,1/1/17,48,0.541,0.256,0.132,0.244,0.545,0.234,0.128,0.073,MIA,0,2,2,1,9
1019,SAS,1/1/17,48,0.517,0.244,0.117,0.205,0.533,0.293,0.114,0.224,ATL,0,2,2,0,-2
1020,ATL,1/1/17,48,0.533,0.293,0.114,0.224,0.517,0.244,0.117,0.205,SAS,1,2,2,1,2
1021,MIN,1/1/17,48,0.443,0.207,0.172,0.26,0.534,0.384,0.147,0.105,POR,1,2,2,0,-6
1022,UTA,1/2/17,48,0.457,0.215,0.091,0.25,0.462,0.295,0.158,0.19,BKN,0,2,3,1,12
1023,HOU,1/2/17,48,0.5,0.244,0.145,0.156,0.471,0.138,0.166,0.171,WAS,1,2,3,1,10
1024,CHA,1/2/17,48,0.548,0.265,0.157,0.189,0.506,0.322,0.12,0.357,CHI,0,2,2,0,-7
1025,MIL,1/2/17,48,0.525,0.304,0.127,0.179,0.519,0.244,0.123,0.2,OKC,1,2,2,1,4
1026,ORL,1/2/17,48,0.577,0.154,0.134,0.302,0.518,0.289,0.205,0.381,NYK,0,1,2,1,12
1027,BKN,1/2/17,48,0.462,0.295,0.158,0.19,0.457,0.215,0.091,0.25,UTA,1,3,2,0,-12
1028,GSW,1/2/17,48,0.584,0.221,0.124,0.273,0.52,0.178,0.139,0.34,DEN,1,3,3,1,8
1029,OKC,1/2/17,48,0.519,0.244,0.123,0.2,0.525,0.304,0.127,0.179,MIL,0,2,2,0,-4
1030,DEN,1/2/17,48,0.52,0.178,0.139,0.34,0.584,0.221,0.124,0.273,GSW,0,3,3,0,-8
1031,PHX,1/2/17,48,0.392,0.216,0.115,0.328,0.506,0.475,0.183,0.293,LAC,0,2,2,0,-11
1032,CLE,1/2/17,48,0.411,0.244,0.128,0.229,0.426,0.114,0.133,0.151,NOP,1,2,3,1,8
