,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L,+/-
1237,GSW,1/16/17,48,0.588,0.264,0.158,0.282,0.403,0.307,0.139,0.13,CLE,1,4,3,1,35
1238,PHX,1/16/17,48,0.525,0.21,0.108,0.158,0.506,0.27,0.086,0.298,UTA,1,2,2,0,-5
1239,DEN,1/16/17,48,0.635,0.169,0.148,0.25,0.557,0.205,0.136,0.189,ORL,1,4,2,1,13
1240,MIA,1/17/17,48,0.517,0.267,0.152,0.224,0.45,0.311,0.165,0.212,HOU,1,4,2,1,6
1241,MIN,1/17/17,48,0.534,0.562,0.175,0.176,0.56,0.417,0.07,0.154,SAS,0,2,3,0,-8
1242,TOR,1/17/17,48,0.576,0.174,0.101,0.25,0.489,0.27,0.128,0.244,BKN,0,2,2,1,10
1243,BKN,1/17/17,48,0.489,0.27,0.128,0.244,0.576,0.174,0.101,0.25,TOR,1,2,2,0,-10
1244,HOU,1/17/17,48,0.45,0.311,0.165,0.212,0.517,0.267,0.152,0.224,MIA,0,2,4,0,-6
1245,CHI,1/17/17,48,0.488,0.268,0.139,0.268,0.545,0.231,0.131,0.158,DAL,1,2,2,0,-1
1246,SAS,1/17/17,48,0.56,0.417,0.07,0.154,0.534,0.562,0.175,0.176,MIN,1,3,2,1,8
1247,DEN,1/17/17,48,0.631,0.295,0.164,0.361,0.486,0.167,0.111,0.385,LAL,0,1,2,1,6
1248,LAL,1/17/17,48,0.486,0.167,0.111,0.385,0.631,0.295,0.164,0.361,DEN,1,2,1,0,-6
1249,DAL,1/17/17,48,0.545,0.231,0.131,0.158,0.488,0.268,0.139,0.268,CHI,0,2,2,1,1
1250,POR,1/18/17,48,0.394,0.117,0.16,0.259,0.534,0.195,0.122,0.186,CHA,0,2,2,0,-22
1251,HOU,1/18/17,48,0.526,0.158,0.101,0.271,0.435,0.151,0.176,0.313,MIL,1,1,2,1,19
1252,MIL,1/18/17,48,0.435,0.151,0.176,0.313,0.526,0.158,0.101,0.271,HOU,0,2,1,0,-19
1253,BOS,1/18/17,48,0.434,0.319,0.031,0.188,0.56,0.198,0.165,0.429,NYK,1,2,2,0,-11
1254,ATL,1/18/17,48,0.423,0.474,0.131,0.16,0.549,0.308,0.132,0.429,DET,0,2,3,0,-23
1255,IND,1/18/17,48,0.567,0.333,0.161,0.235,0.549,0.375,0.221,0.294,SAC,0,2,3,1,6
1256,MEM,1/18/17,48,0.446,0.41,0.129,0.34,0.5,0.325,0.131,0.3,WAS,0,3,2,0,-3
1257,GSW,1/18/17,48,0.6,0.318,0.173,0.324,0.467,0.211,0.182,0.271,OKC,1,2,2,1,21
1258,TOR,1/18/17,48,0.43,0.267,0.116,0.226,0.507,0.464,0.22,0.139,PHI,0,1,2,0,-5
1259,SAC,1/18/17,48,0.549,0.375,0.221,0.294,0.567,0.333,0.161,0.235,IND,1,3,2,0,-6
1260,NYK,1/18/17,48,0.56,0.198,0.165,0.429,0.434,0.319,0.031,0.188,BOS,0,2,2,1,11
1261,PHI,1/18/17,48,0.507,0.464,0.22,0.139,0.43,0.267,0.116,0.226,TOR,1,2,1,1,5
1262,WAS,1/18/17,48,0.5,0.325,0.131,0.3,0.446,0.41,0.129,0.34,MEM,1,2,3,1,3
1263,NOP,1/18/17,48,0.575,0.161,0.088,0.122,0.506,0.125,0.168,0.093,ORL,1,2,2,1,20
1264,DET,1/18/17,48,0.549,0.308,0.132,0.429,0.423,0.474,0.131,0.16,ATL,1,3,2,1,23
1265,ORL,1/18/17,48,0.506,0.125,0.168,0.093,0.575,0.161,0.088,0.122,NOP,0,2,2,0,-20
1266,CHA,1/18/17,48,0.534,0.195,0.122,0.186,0.394,0.117,0.16,0.259,POR,1,2,2,1,22
1267,OKC,1/18/17,48,0.467,0.211,0.182,0.271,0.6,0.318,0.173,0.324,GSW,0,2,2,0,-21
1268,DAL,1/19/17,48,0.537,0.134,0.109,0.128,0.541,0.397,0.14,0.176,MIA,0,2,2,0,-4
1269,SAS,1/19/17,48,0.564,0.291,0.081,0.158,0.462,0.286,0.141,0.229,DEN,1,2,2,1,14
1270,MIN,1/19/17,48,0.506,0.298,0.146,0.325,0.506,0.276,0.116,0.318,LAC,0,2,3,1,3
1271,NYK,1/19/17,48,0.506,0.244,0.114,0.318,0.574,0.159,0.151,0.27,WAS,1,1,1,0,-3
1272,PHX,1/19/17,48,0.459,0.365,0.161,0.319,0.618,0.224,0.118,0.114,CLE,0,3,3,0,-15
1273,CLE,1/19/17,48,0.618,0.224,0.118,0.114,0.459,0.365,0.161,0.319,PHX,1,3,3,1,15
1274,DEN,1/19/17,48,0.462,0.286,0.141,0.229,0.564,0.291,0.081,0.158,SAS,0,2,2,0,-14
1275,MIA,1/19/17,48,0.541,0.397,0.14,0.176,0.537,0.134,0.109,0.128,DAL,1,2,2,1,4
1276,WAS,1/19/17,48,0.574,0.159,0.151,0.27,0.506,0.244,0.114,0.318,NYK,0,1,1,1,3
1277,LAC,1/19/17,48,0.506,0.276,0.116,0.318,0.506,0.298,0.146,0.325,MIN,1,3,2,0,-3
1278,LAL,1/20/17,48,0.552,0.172,0.236,0.356,0.481,0.313,0.202,0.186,IND,1,3,2,1,13
1279,HOU,1/20/17,48,0.484,0.188,0.142,0.283,0.612,0.236,0.143,0.222,GSW,1,2,2,0,-17
1280,ATL,1/20/17,48,0.53,0.232,0.199,0.256,0.463,0.235,0.244,0.286,CHI,1,2,3,1,9
1281,MIL,1/20/17,48,0.47,0.313,0.124,0.204,0.506,0.356,0.103,0.318,ORL,0,2,2,0,-16
1282,GSW,1/20/17,48,0.612,0.236,0.143,0.222,0.484,0.188,0.142,0.283,HOU,0,2,2,1,17
1283,PHI,1/20/17,48,0.457,0.174,0.181,0.277,0.404,0.315,0.127,0.231,POR,1,2,2,1,1
1284,IND,1/20/17,48,0.481,0.313,0.202,0.186,0.552,0.172,0.236,0.356,LAL,0,2,3,0,-13
1285,MEM,1/20/17,48,0.524,0.301,0.16,0.333,0.447,0.421,0.105,0.104,SAC,1,2,2,1,16
1286,BKN,1/20/17,48,0.669,0.422,0.152,0.237,0.462,0.219,0.085,0.295,NOP,0,3,2,1,29
1287,CHA,1/20/17,48,0.575,0.313,0.167,0.306,0.378,0.163,0.125,0.167,TOR,1,2,2,1,35
1288,NOP,1/20/17,48,0.462,0.219,0.085,0.295,0.669,0.422,0.152,0.237,BKN,1,2,3,0,-29
1289,UTA,1/20/17,48,0.506,0.47,0.158,0.306,0.494,0.322,0.126,0.191,DAL,0,4,1,1,5
1290,TOR,1/20/17,48,0.378,0.163,0.125,0.167,0.575,0.313,0.167,0.306,CHA,0,2,2,0,-35
1291,DAL,1/20/17,48,0.494,0.322,0.126,0.191,0.506,0.47,0.158,0.306,UTA,1,1,4,0,-5
1292,CHI,1/20/17,48,0.463,0.235,0.244,0.286,0.53,0.232,0.199,0.256,ATL,0,3,2,0,-9
1293,SAC,1/20/17,48,0.447,0.421,0.105,0.104,0.524,0.301,0.16,0.333,MEM,0,2,2,0,-16
1294,POR,1/20/17,48,0.404,0.315,0.127,0.231,0.457,0.174,0.181,0.277,PHI,0,2,2,0,-1
1295,ORL,1/20/17,48,0.506,0.356,0.103,0.318,0.47,0.313,0.124,0.204,MIL,1,2,2,1,16
1296,BKN,1/21/17,48,0.528,0.17,0.134,0.091,0.561,0.268,0.132,0.143,CHA,0,1,1,0,-7
1297,UTA,1/21/17,48,0.5,0.381,0.137,0.238,0.571,0.221,0.174,0.111,IND,1,1,1,1,9
1298,MEM,1/21/17,48,0.421,0.315,0.121,0.259,0.613,0.313,0.133,0.182,HOU,1,1,1,0,-24
1299,CLE,1/21/17,48,0.566,0.242,0.167,0.234,0.552,0.146,0.132,0.217,SAS,1,2,2,0,-3
1300,WAS,1/21/17,48,0.473,0.363,0.106,0.265,0.557,0.253,0.193,0.277,DET,0,2,3,0,-1
1301,SAC,1/21/17,48,0.494,0.25,0.106,0.209,0.446,0.398,0.116,0.311,CHI,0,1,1,0,-3
1302,NYK,1/21/17,48,0.511,0.18,0.138,0.333,0.488,0.318,0.136,0.311,PHX,1,2,2,0,-2
1303,HOU,1/21/17,48,0.613,0.313,0.133,0.182,0.421,0.315,0.121,0.259,MEM,0,1,1,1,24
1304,POR,1/21/17,48,0.522,0.391,0.124,0.214,0.527,0.337,0.186,0.333,BOS,0,1,3,1,4
1305,SAS,1/21/17,48,0.552,0.146,0.132,0.217,0.566,0.242,0.167,0.234,CLE,0,2,2,1,3
1306,MIA,1/21/17,48,0.617,0.286,0.128,0.147,0.456,0.405,0.119,0.261,MIL,1,2,1,1,12
1307,MIL,1/21/17,48,0.456,0.405,0.119,0.261,0.617,0.286,0.128,0.147,MIA,0,1,2,0,-12
1308,IND,1/21/17,48,0.571,0.221,0.174,0.111,0.5,0.381,0.137,0.238,UTA,0,1,1,0,-9
1309,ATL,1/21/17,48,0.533,0.253,0.134,0.256,0.5,0.231,0.218,0.163,PHI,1,1,1,1,17
1310,CHI,1/21/17,48,0.446,0.398,0.116,0.311,0.494,0.25,0.106,0.209,SAC,1,1,1,1,3
1311,DET,1/21/17,48,0.557,0.253,0.193,0.277,0.473,0.363,0.106,0.265,WAS,1,3,2,1,1
1312,PHI,1/21/17,48,0.5,0.231,0.218,0.163,0.533,0.253,0.134,0.256,ATL,0,1,1,0,-17
1313,CHA,1/21/17,48,0.561,0.268,0.132,0.143,0.528,0.17,0.134,0.091,BKN,1,1,1,1,7
1314,DEN,1/21/17,48,0.586,0.299,0.102,0.286,0.469,0.083,0.091,0.222,LAC,1,2,2,1,25
1315,BOS,1/21/17,48,0.527,0.337,0.186,0.333,0.522,0.391,0.124,0.214,POR,1,3,1,0,-4
1316,LAC,1/21/17,48,0.469,0.083,0.091,0.222,0.586,0.299,0.102,0.286,DEN,0,2,2,0,-25
1317,PHX,1/21/17,48,0.488,0.318,0.136,0.311,0.511,0.18,0.138,0.333,NYK,0,2,2,1,2
1318,DAL,1/22/17,48,0.592,0.218,0.108,0.325,0.404,0.233,0.193,0.122,LAL,1,2,2,1,49
1319,ORL,1/22/17,48,0.474,0.167,0.116,0.235,0.579,0.213,0.184,0.31,GSW,1,2,2,0,-20
1320,GSW,1/22/17,48,0.579,0.213,0.184,0.31,0.474,0.167,0.116,0.235,ORL,0,2,2,1,20
1321,MIN,1/22/17,48,0.565,0.247,0.148,0.216,0.555,0.256,0.185,0.3,DEN,1,3,1,1,3
1322,DEN,1/22/17,48,0.555,0.256,0.185,0.3,0.565,0.247,0.148,0.216,MIN,0,1,3,0,-3
1323,LAL,1/22/17,48,0.404,0.233,0.193,0.122,0.592,0.218,0.108,0.325,DAL,0,2,2,0,-49
1324,PHX,1/22/17,48,0.563,0.354,0.151,0.2,0.44,0.422,0.099,0.156,TOR,0,1,2,1,12
1325,TOR,1/22/17,48,0.44,0.422,0.099,0.156,0.563,0.354,0.151,0.2,PHX,1,2,1,0,-12
1326,SAC,1/23/17,48,0.543,0.317,0.144,0.238,0.561,0.207,0.161,0.154,DET,0,2,2,1,5
1327,NYK,1/23/17,48,0.513,0.461,0.149,0.167,0.483,0.291,0.109,0.159,IND,0,2,2,1,6
1328,MIL,1/23/17,48,0.656,0.338,0.183,0.233,0.597,0.364,0.207,0.143,HOU,1,2,2,1,13
1329,LAC,1/23/17,48,0.583,0.262,0.116,0.238,0.472,0.295,0.08,0.182,ATL,0,2,2,1,10
1330,OKC,1/23/17,48,0.47,0.301,0.113,0.19,0.458,0.31,0.103,0.178,UTA,0,5,2,1,2
1331,HOU,1/23/17,48,0.597,0.364,0.207,0.143,0.656,0.338,0.183,0.233,MIL,0,2,2,0,-13
1332,CHA,1/23/17,48,0.433,0.278,0.082,0.222,0.6,0.213,0.154,0.139,WAS,1,2,2,0,-10
1333,MIA,1/23/17,48,0.517,0.314,0.147,0.234,0.511,0.227,0.135,0.171,GSW,1,2,1,1,3
1334,BKN,1/23/17,48,0.426,0.222,0.168,0.119,0.521,0.168,0.092,0.283,SAS,1,2,2,0,-26
1335,NOP,1/23/17,48,0.586,0.345,0.079,0.171,0.543,0.269,0.114,0.239,CLE,1,3,2,1,2
1336,CLE,1/23/17,48,0.543,0.269,0.114,0.239,0.586,0.345,0.079,0.171,NOP,0,2,3,0,-2
1337,ATL,1/23/17,48,0.472,0.295,0.08,0.182,0.583,0.262,0.116,0.238,LAC,1,2,2,0,-10
1338,SAS,1/23/17,48,0.521,0.168,0.092,0.283,0.426,0.222,0.168,0.119,BKN,0,2,2,1,26
1339,DET,1/23/17,48,0.561,0.207,0.161,0.154,0.543,0.317,0.144,0.238,SAC,1,2,2,0,-5
1340,UTA,1/23/17,48,0.458,0.31,0.103,0.178,0.47,0.301,0.113,0.19,OKC,1,2,5,0,-2
1341,WAS,1/23/17,48,0.6,0.213,0.154,0.139,0.433,0.278,0.082,0.222,CHA,0,2,2,1,10
1342,GSW,1/23/17,48,0.511,0.227,0.135,0.171,0.517,0.314,0.147,0.234,MIA,0,1,2,0,-3
1343,IND,1/23/17,48,0.483,0.291,0.109,0.159,0.513,0.461,0.149,0.167,NYK,1,2,2,0,-6
1344,SAS,1/24/17,48,0.488,0.388,0.114,0.146,0.488,0.333,0.131,0.25,TOR,0,1,2,1,2
1345,BOS,1/24/17,48,0.512,0.286,0.139,0.186,0.625,0.25,0.158,0.25,WAS,0,3,1,0,-15
1346,WAS,1/24/17,48,0.625,0.25,0.158,0.25,0.512,0.286,0.139,0.186,BOS,1,1,3,1,15
1347,MIN,1/24/17,48,0.56,0.286,0.151,0.244,0.483,0.372,0.147,0.289,PHX,0,2,2,1,1
1348,TOR,1/24/17,48,0.488,0.333,0.131,0.25,0.488,0.388,0.114,0.146,SAS,1,2,1,0,-2
1349,LAC,1/24/17,48,0.592,0.577,0.196,0.256,0.556,0.244,0.06,0.146,PHI,0,1,3,0,-11
1350,UTA,1/24/17,48,0.453,0.247,0.122,0.182,0.526,0.408,0.145,0.179,DEN,0,1,2,0,-10
1351,PHI,1/24/17,48,0.556,0.244,0.06,0.146,0.592,0.577,0.196,0.256,LAC,1,3,1,1,11
1352,DEN,1/24/17,48,0.526,0.408,0.145,0.179,0.453,0.247,0.122,0.182,UTA,1,2,1,1,10
1353,ORL,1/24/17,48,0.453,0.235,0.188,0.24,0.5,0.39,0.134,0.143,CHI,1,2,3,0,-8
1354,PHX,1/24/17,48,0.483,0.372,0.147,0.289,0.56,0.286,0.151,0.244,MIN,1,2,2,0,-1
1355,CHI,1/24/17,48,0.5,0.39,0.134,0.143,0.453,0.235,0.188,0.24,ORL,0,3,2,1,8
1356,OKC,1/25/17,48,0.516,0.308,0.149,0.245,0.484,0.198,0.112,0.173,NOP,0,2,2,1,9
1357,GSW,1/25/17,48,0.543,0.329,0.119,0.139,0.451,0.228,0.144,0.25,CHA,0,2,2,1,10
1358,ATL,1/25/17,48,0.62,0.229,0.141,0.171,0.5,0.277,0.07,0.267,CHI,0,2,1,1,5
1359,MEM,1/25/17,48,0.526,0.321,0.111,0.22,0.478,0.207,0.093,0.265,TOR,1,4,1,1,2
1360,SAC,1/25/17,48,0.511,0.232,0.114,0.244,0.579,0.415,0.177,0.265,CLE,0,2,2,1,4
1361,CHI,1/25/17,48,0.5,0.277,0.07,0.267,0.62,0.229,0.141,0.171,ATL,1,1,2,0,-5
1362,BOS,1/25/17,48,0.577,0.176,0.173,0.333,0.532,0.494,0.162,0.143,HOU,1,1,2,1,11
1363,MIL,1/25/17,48,0.5,0.253,0.181,0.306,0.613,0.333,0.238,0.29,PHI,1,2,1,0,-5
1364,CHA,1/25/17,48,0.451,0.228,0.144,0.25,0.543,0.329,0.119,0.139,GSW,1,2,2,0,-10
1365,MIA,1/25/17,48,0.548,0.301,0.129,0.171,0.519,0.325,0.146,0.105,BKN,0,2,2,1,3
1366,POR,1/25/17,48,0.5,0.222,0.109,0.196,0.452,0.149,0.148,0.259,LAL,1,4,3,1,7
1367,PHI,1/25/17,48,0.613,0.333,0.238,0.29,0.5,0.253,0.181,0.306,MIL,0,1,2,1,5
1368,HOU,1/25/17,48,0.532,0.494,0.162,0.143,0.577,0.176,0.173,0.333,BOS,0,2,1,0,-11
1369,TOR,1/25/17,48,0.478,0.207,0.093,0.265,0.526,0.321,0.111,0.22,MEM,0,1,4,0,-2
1370,NYK,1/25/17,48,0.462,0.13,0.185,0.383,0.506,0.289,0.075,0.159,DAL,0,2,3,0,-8
1371,CLE,1/25/17,48,0.579,0.415,0.177,0.265,0.511,0.232,0.114,0.244,SAC,1,2,2,0,-4
1372,LAL,1/25/17,48,0.452,0.149,0.148,0.259,0.5,0.222,0.109,0.196,POR,0,3,4,0,-7
1373,DAL,1/25/17,48,0.506,0.289,0.075,0.159,0.462,0.13,0.185,0.383,NYK,1,3,2,1,8
1374,NOP,1/25/17,48,0.484,0.198,0.112,0.173,0.516,0.308,0.149,0.245,OKC,1,2,2,0,-9
1375,BKN,1/25/17,48,0.519,0.325,0.146,0.105,0.548,0.301,0.129,0.171,MIA,1,2,2,0,-3
1376,PHX,1/26/17,48,0.596,0.191,0.111,0.229,0.564,0.407,0.154,0.487,DEN,0,2,2,0,-7
1377,UTA,1/26/17,48,0.444,0.346,0.088,0.208,0.452,0.155,0.14,0.227,LAL,1,2,1,1,8
1378,OKC,1/26/17,48,0.576,0.5,0.174,0.2,0.518,0.155,0.128,0.182,DAL,1,1,1,1,11
1379,MIN,1/26/17,48,0.506,0.333,0.13,0.136,0.58,0.21,0.187,0.176,IND,1,2,3,0,-6
1380,DAL,1/26/17,48,0.518,0.155,0.128,0.182,0.576,0.5,0.174,0.2,OKC,0,1,1,0,-11
1381,LAL,1/26/17,48,0.452,0.155,0.14,0.227,0.444,0.346,0.088,0.208,UTA,0,1,2,0,-8
1382,IND,1/26/17,48,0.58,0.21,0.187,0.176,0.506,0.333,0.13,0.136,MIN,0,3,2,1,6
1383,DEN,1/26/17,48,0.564,0.407,0.154,0.487,0.596,0.191,0.111,0.229,PHX,1,2,2,1,7
1384,TOR,1/27/17,48,0.5,0.274,0.163,0.279,0.431,0.3,0.195,0.255,MIL,1,2,2,1,16
1385,MIA,1/27/17,48,0.511,0.124,0.121,0.171,0.442,0.321,0.208,0.214,CHI,0,2,2,1,12
1386,BKN,1/27/17,48,0.586,0.184,0.109,0.095,0.603,0.217,0.132,0.214,CLE,0,2,2,0,-8
1387,CHA,1/27/17,48,0.517,0.167,0.129,0.196,0.526,0.135,0.099,0.224,NYK,0,2,2,0,-3
1388,ATL,1/27/17,48,0.416,0.301,0.189,0.17,0.556,0.213,0.192,0.283,WAS,1,2,3,0,-26
1389,MEM,1/27/17,48,0.539,0.429,0.119,0.286,0.568,0.259,0.127,0.2,POR,0,2,2,0,-3
1390,NOP,1/27/17,48,0.586,0.151,0.141,0.304,0.459,0.341,0.123,0.235,SAS,1,2,3,1,16
1391,CHI,1/27/17,48,0.442,0.321,0.208,0.214,0.511,0.124,0.121,0.171,MIA,1,2,2,0,-12
1392,SAS,1/27/17,48,0.459,0.341,0.123,0.235,0.586,0.151,0.141,0.304,NOP,0,3,2,0,-16
1393,SAC,1/27/17,48,0.593,0.514,0.2,0.313,0.551,0.423,0.105,0.175,IND,0,2,1,0,-4
1394,POR,1/27/17,48,0.568,0.259,0.127,0.2,0.539,0.429,0.119,0.286,MEM,1,2,2,1,3
1395,NYK,1/27/17,48,0.526,0.135,0.099,0.224,0.517,0.167,0.129,0.196,CHA,1,2,2,1,3
1396,HOU,1/27/17,48,0.593,0.346,0.223,0.188,0.603,0.41,0.198,0.079,PHI,0,2,2,1,5
1397,ORL,1/27/17,48,0.489,0.207,0.12,0.149,0.652,0.169,0.101,0.184,BOS,0,3,2,0,-30
1398,MIL,1/27/17,48,0.431,0.3,0.195,0.255,0.5,0.274,0.163,0.279,TOR,0,2,2,0,-16
1399,CLE,1/27/17,48,0.603,0.217,0.132,0.214,0.586,0.184,0.109,0.095,BKN,1,2,2,1,8
1400,WAS,1/27/17,48,0.556,0.213,0.192,0.283,0.416,0.301,0.189,0.17,ATL,0,3,2,1,26
1401,IND,1/27/17,48,0.551,0.423,0.105,0.175,0.593,0.514,0.2,0.313,SAC,1,1,2,1,4
1402,PHI,1/27/17,48,0.603,0.41,0.198,0.079,0.593,0.346,0.223,0.188,HOU,1,2,2,0,-5
1403,BOS,1/27/17,48,0.652,0.169,0.101,0.184,0.489,0.207,0.12,0.149,ORL,1,2,3,1,30
1404,LAC,1/28/17,48,0.512,0.268,0.143,0.17,0.712,0.174,0.109,0.273,GSW,0,4,3,0,-46
1405,MIN,1/28/17,48,0.554,0.344,0.105,0.271,0.524,0.294,0.142,0.122,BKN,1,2,1,1,20
1406,MEM,1/28/17,48,0.581,0.125,0.083,0.206,0.548,0.468,0.155,0.143,UTA,0,1,2,1,7
1407,BOS,1/28/17,48,0.494,0.337,0.122,0.191,0.477,0.368,0.148,0.205,MIL,0,1,1,1,4
1408,MIA,1/28/17,48,0.613,0.288,0.119,0.237,0.539,0.135,0.129,0.31,DET,1,1,5,1,13
1409,UTA,1/28/17,48,0.548,0.468,0.155,0.143,0.581,0.125,0.083,0.206,MEM,1,2,1,0,-7
1410,SAC,1/28/17,48,0.589,0.329,0.108,0.229,0.56,0.32,0.123,0.189,CHA,0,1,1,1,3
1411,MIL,1/28/17,48,0.477,0.368,0.148,0.205,0.494,0.337,0.122,0.191,BOS,1,1,1,0,-4
1412,BKN,1/28/17,48,0.524,0.294,0.142,0.122,0.554,0.344,0.105,0.271,MIN,0,1,2,0,-20
1413,CHA,1/28/17,48,0.56,0.32,0.123,0.189,0.589,0.329,0.108,0.229,SAC,1,1,1,0,-3
1414,PHX,1/28/17,48,0.484,0.352,0.105,0.22,0.538,0.525,0.144,0.22,DEN,1,2,2,0,-11
1415,DET,1/28/17,48,0.539,0.135,0.129,0.31,0.613,0.288,0.119,0.237,MIA,0,5,1,0,-13
1416,DEN,1/28/17,48,0.538,0.525,0.144,0.22,0.484,0.352,0.105,0.22,PHX,0,2,2,1,11
1417,GSW,1/28/17,48,0.712,0.174,0.109,0.273,0.512,0.268,0.143,0.17,LAC,1,3,4,1,46
1418,PHI,1/29/17,48,0.495,0.141,0.121,0.22,0.551,0.315,0.116,0.238,CHI,0,2,2,0,-13
1419,POR,1/29/17,48,0.548,0.129,0.168,0.225,0.506,0.494,0.17,0.195,GSW,1,2,1,0,-2
1420,IND,1/29/17,48,0.569,0.299,0.099,0.189,0.476,0.301,0.153,0.239,HOU,1,2,2,1,19
1421,SAS,1/29/17,48,0.518,0.277,0.111,0.125,0.517,0.184,0.074,0.13,DAL,1,2,3,0,-4
1422,WAS,1/29/17,48,0.562,0.112,0.117,0.238,0.512,0.179,0.157,0.222,NOP,0,2,2,1,13
1423,GSW,1/29/17,48,0.506,0.494,0.17,0.195,0.548,0.129,0.168,0.225,POR,0,1,2,1,2
1424,ORL,1/29/17,48,0.595,0.329,0.124,0.162,0.532,0.456,0.132,0.231,TOR,0,2,2,1,1
1425,NYK,1/29/17,48,0.469,0.18,0.102,0.242,0.479,0.336,0.105,0.262,ATL,0,2,2,0,-3
1426,TOR,1/29/17,48,0.532,0.456,0.132,0.231,0.595,0.329,0.124,0.162,ORL,1,2,2,0,-1
1427,ATL,1/29/17,48,0.479,0.336,0.105,0.262,0.469,0.18,0.102,0.242,NYK,1,2,2,1,3
1428,NOP,1/29/17,48,0.512,0.179,0.157,0.222,0.562,0.112,0.117,0.238,WAS,1,2,2,0,-13
1429,CHI,1/29/17,48,0.551,0.315,0.116,0.238,0.495,0.141,0.121,0.22,PHI,1,2,2,1,13
1430,OKC,1/29/17,48,0.4,0.16,0.145,0.232,0.489,0.239,0.096,0.16,CLE,0,3,2,0,-16
1431,CLE,1/29/17,48,0.489,0.239,0.096,0.16,0.4,0.16,0.145,0.232,OKC,1,2,3,1,16
1432,DAL,1/29/17,48,0.517,0.184,0.074,0.13,0.518,0.277,0.111,0.125,SAS,0,3,2,1,4
1433,HOU,1/29/17,48,0.476,0.301,0.153,0.239,0.569,0.299,0.099,0.189,IND,0,2,2,0,-19
1434,SAC,1/30/17,48,0.642,0.392,0.213,0.31,0.608,0.313,0.158,0.273,PHI,0,2,1,0,-3
1435,BOS,1/30/17,48,0.518,0.402,0.099,0.133,0.459,0.299,0.067,0.24,DET,1,2,2,1,4
1436,MIA,1/30/17,48,0.543,0.28,0.112,0.116,0.448,0.253,0.164,0.341,BKN,1,2,2,1,8
1437,DET,1/30/17,48,0.459,0.299,0.067,0.24,0.518,0.402,0.099,0.133,BOS,0,2,2,0,-4
1438,DAL,1/30/17,48,0.506,0.209,0.096,0.2,0.547,0.28,0.178,0.162,CLE,1,1,1,1,7
1439,MIN,1/30/17,48,0.505,0.286,0.114,0.196,0.479,0.198,0.105,0.212,ORL,1,2,1,1,6
1440,CLE,1/30/17,48,0.547,0.28,0.178,0.162,0.506,0.209,0.096,0.2,DAL,0,1,1,0,-7
1441,MEM,1/30/17,48,0.588,0.3,0.183,0.256,0.453,0.527,0.179,0.277,PHX,0,2,2,1,19
1442,BKN,1/30/17,48,0.448,0.253,0.164,0.341,0.543,0.28,0.112,0.116,MIA,0,2,2,0,-8
1443,PHI,1/30/17,48,0.608,0.313,0.158,0.273,0.642,0.392,0.213,0.31,SAC,1,1,2,1,3
1444,ORL,1/30/17,48,0.479,0.198,0.105,0.212,0.505,0.286,0.114,0.196,MIN,0,1,2,0,-6
1445,PHX,1/30/17,48,0.453,0.527,0.179,0.277,0.588,0.3,0.183,0.256,MEM,1,2,2,0,-19
1446,SAS,1/31/17,48,0.471,0.442,0.155,0.208,0.394,0.376,0.187,0.231,OKC,1,2,2,1,14
1447,TOR,1/31/17,48,0.511,0.16,0.146,0.277,0.489,0.202,0.127,0.241,NOP,1,2,2,1,2
1448,DEN,1/31/17,48,0.49,0.232,0.11,0.37,0.596,0.202,0.147,0.244,LAL,0,3,5,0,-4
1449,NOP,1/31/17,48,0.489,0.202,0.127,0.241,0.511,0.16,0.146,0.277,TOR,0,2,2,0,-2
1450,LAL,1/31/17,48,0.596,0.202,0.147,0.244,0.49,0.232,0.11,0.37,DEN,1,5,3,1,4
1451,HOU,1/31/17,48,0.529,0.259,0.143,0.239,0.395,0.302,0.112,0.169,SAC,1,2,1,1,22
1452,CHA,1/31/17,48,0.464,0.301,0.099,0.07,0.511,0.247,0.08,0.22,POR,0,3,2,0,-17
1453,NYK,1/31/17,48,0.392,0.376,0.122,0.373,0.597,0.17,0.123,0.237,WAS,0,2,2,0,-16
1454,SAC,1/31/17,48,0.395,0.302,0.112,0.169,0.529,0.259,0.143,0.239,HOU,0,1,2,0,-22
1455,OKC,1/31/17,48,0.394,0.376,0.187,0.231,0.471,0.442,0.155,0.208,SAS,0,2,2,0,-14
1456,POR,1/31/17,48,0.511,0.247,0.08,0.22,0.464,0.301,0.099,0.07,CHA,1,2,3,1,17
1457,WAS,1/31/17,48,0.597,0.17,0.123,0.237,0.392,0.376,0.122,0.373,NYK,1,2,2,1,16
1458,TOR,2/1/17,48,0.577,0.321,0.165,0.229,0.483,0.345,0.102,0.267,BOS,0,1,2,0,-5
1459,PHX,2/1/17,48,0.443,0.365,0.113,0.309,0.547,0.447,0.096,0.229,LAC,1,2,4,0,-10
1460,DET,2/1/17,48,0.602,0.193,0.1,0.135,0.53,0.171,0.15,0.075,NOP,1,2,1,1,20
1461,CHI,2/1/17,48,0.642,0.37,0.091,0.133,0.43,0.17,0.085,0.224,OKC,0,3,1,1,28
1462,DEN,2/1/17,48,0.456,0.438,0.168,0.239,0.565,0.217,0.082,0.244,MEM,1,1,2,0,-20
