ID,Year,Player,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
23694,2016,Manu Ginobili,SG,38,SAS,58,0.573,0.257,1.5,2.3,3.8,197,435,0.453,127,256,0.496,0.533,91,112,0.813,177,99,555
23695,2016,Rudy Gobert,C,23,UTA,61,0.582,0.799,2.6,3.8,6.4,198,354,0.559,198,354,0.559,0.559,161,283,0.569,91,163,557
23696,2016,Drew Gooden,PF,34,WAS,30,0.376,0.136,-0.4,0.4,0,33,103,0.32,26,62,0.419,0.354,9,14,0.643,13,40,82
23697,2016,Archie Goodwin,PG,21,PHO,57,0.498,0.457,-0.4,0.5,0.1,176,422,0.417,153,323,0.474,0.444,130,193,0.674,118,84,505
23698,2016,Aaron Gordon,PF,20,ORL,78,0.541,0.333,3.2,2.2,5.4,274,579,0.473,232,437,0.531,0.509,129,193,0.668,128,153,719
23699,2016,Eric Gordon,SG,27,NOP,45,0.565,0.226,1.7,0.4,2.1,231,552,0.418,118,258,0.457,0.521,111,125,0.888,121,98,686
23700,2016,Marcin Gortat,C,31,WAS,75,0.592,0.271,4.2,3.1,7.3,433,764,0.567,433,763,0.567,0.567,146,207,0.705,106,193,1012
23701,2016,Andrew Goudelock,PG,27,HOU,8,0.506,0.2,-0.1,0.1,0,9,20,0.45,8,11,0.727,0.475,3,4,0.75,4,4,22
23702,2016,Jerami Grant,SF,21,PHI,77,0.506,0.538,0.5,1.6,2.1,251,599,0.419,216,453,0.477,0.448,212,322,0.658,135,215,749
23703,2016,Jerian Grant,PG,23,NYK,76,0.479,0.315,-0.2,1,0.8,154,391,0.394,132,291,0.454,0.422,96,123,0.78,177,97,426
23704,2016,Danny Green,SG,28,SAS,79,0.492,0.082,0.2,4.1,4.2,211,561,0.376,95,212,0.448,0.48,34,46,0.739,141,141,572
23705,2016,Draymond Green,PF,25,GSW,81,0.587,0.402,6,5.1,11.1,401,819,0.49,301,561,0.537,0.551,229,329,0.696,598,240,1131
23706,2016,Erick Green,PG,24,TOT,9,0.468,0.154,0.1,0,0.1,5,13,0.385,4,8,0.5,0.423,2,2,1,3,4,13
23707,2016,Erick Green,PG,24,DEN,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,,1,0,0
23708,2016,Erick Green,PG,24,UTA,6,0.505,0.167,0.1,0,0.1,5,12,0.417,4,8,0.5,0.458,2,2,1,2,4,13
23709,2016,Gerald Green,SG,30,MIA,69,0.491,0.157,0.3,1.4,1.7,230,587,0.392,146,327,0.446,0.463,72,92,0.783,56,123,616
23710,2016,JaMychal Green,PF,25,MEM,78,0.52,0.277,1.2,1.4,2.6,230,495,0.465,215,450,0.478,0.48,103,137,0.752,67,189,578
23711,2016,Jeff Green,SF,29,TOT,80,0.51,0.267,1.3,1.7,3.1,354,824,0.43,287,611,0.47,0.47,164,220,0.745,138,164,939
23712,2016,Jeff Green,SF,29,MEM,53,0.517,0.278,1.2,1,2.2,240,557,0.431,198,421,0.47,0.469,124,155,0.8,98,102,646
23713,2016,Jeff Green,SF,29,LAC,27,0.496,0.243,0.1,0.8,0.9,114,267,0.427,89,190,0.468,0.474,40,65,0.615,40,62,293
23714,2016,Blake Griffin,PF,26,LAC,35,0.544,0.322,2.2,1.6,3.8,301,603,0.499,295,585,0.504,0.504,141,194,0.727,170,95,749
23715,2016,Jorge Gutierrez,PG,27,CHO,12,0.694,1,0.2,0.1,0.3,6,11,0.545,6,9,0.667,0.545,10,11,0.909,17,3,22
23716,2016,P.J. Hairston,SF,23,TOT,66,0.47,0.157,-0.6,1.1,0.6,145,408,0.355,75,167,0.449,0.441,50,64,0.781,38,137,410
23717,2016,P.J. Hairston,SF,23,CHO,48,0.486,0.152,-0.1,1,0.9,99,276,0.359,45,104,0.433,0.457,34,42,0.81,29,106,286
23718,2016,P.J. Hairston,SF,23,MEM,18,0.438,0.167,-0.5,0.2,-0.3,46,132,0.348,30,63,0.476,0.409,16,22,0.727,9,31,124
23719,2016,Jordan Hamilton,SF,25,NOP,11,0.499,0.181,0,0.2,0.2,49,116,0.422,36,71,0.507,0.478,14,21,0.667,25,24,125
23720,2016,Tyler Hansbrough,PF,30,CHO,44,0.522,0.915,0.5,0.5,1,32,71,0.451,30,68,0.441,0.465,38,65,0.585,8,55,104
23721,2016,Tim Hardaway,SG,23,ATL,51,0.563,0.211,0.9,1,1.9,114,265,0.43,66,123,0.537,0.521,50,56,0.893,51,48,326
23722,2016,James Harden,SG,26,HOU,82,0.598,0.518,10.7,2.6,13.3,710,1617,0.439,474,960,0.494,0.512,720,837,0.86,612,229,2376
23723,2016,Maurice Harkless,SF,22,POR,78,0.541,0.27,1.6,1.3,2.9,195,411,0.474,156,271,0.576,0.522,69,111,0.622,67,124,498
23724,2016,Justin Harper,PF,26,DET,5,0.597,0.2,0,0,0,4,10,0.4,0,1,0,0.6,1,2,0.5,0,3,13
23725,2016,Montrezl Harrell,PF,22,HOU,39,0.635,0.511,0.7,0.2,0.9,58,90,0.644,58,89,0.652,0.644,24,46,0.522,17,48,140
23726,2016,Devin Harris,PG,32,DAL,64,0.559,0.374,1.2,1.3,2.5,167,374,0.447,115,216,0.532,0.516,101,140,0.721,118,124,487
23727,2016,Gary Harris,SG,21,DEN,76,0.566,0.174,2.8,1.2,4,359,765,0.469,254,468,0.543,0.538,109,133,0.82,147,143,932
23728,2016,Joe Harris,SG,24,CLE,5,0.375,0,0,0,0,1,4,0.25,0,0,,0.375,0,0,,2,1,3
23729,2016,Tobias Harris,PF,23,TOT,76,0.56,0.273,4.1,2.5,6.6,417,889,0.469,337,650,0.518,0.514,202,243,0.831,169,153,1116
23730,2016,Tobias Harris,PF,23,ORL,49,0.55,0.283,1.7,1.6,3.3,251,541,0.464,204,390,0.523,0.507,120,153,0.784,99,91,669
23731,2016,Tobias Harris,PF,23,DET,27,0.577,0.259,2.3,0.9,3.3,166,348,0.477,133,260,0.512,0.524,82,90,0.911,70,62,447
23732,2016,Aaron Harrison,SG,21,CHO,21,0.371,0.632,-0.2,0.1,0,5,19,0.263,2,9,0.222,0.342,5,12,0.417,2,10,18
23733,2016,Udonis Haslem,PF,35,MIA,37,0.434,0.262,0,0.4,0.4,23,61,0.377,22,52,0.423,0.385,12,16,0.75,14,25,59
23734,2016,Spencer Hawes,PF,27,CHO,57,0.508,0.212,0.6,1.4,1.9,124,306,0.405,86,204,0.422,0.467,54,65,0.831,109,111,340
23735,2016,Chuck Hayes,C,32,HOU,2,0.694,1,0,0,0,1,2,0.5,1,2,0.5,0.5,2,2,1,2,6,4
23736,2016,Gordon Hayward,SF,25,UTA,80,0.559,0.397,5.5,3.4,8.9,521,1202,0.433,378,792,0.477,0.493,393,477,0.824,296,183,1578
23737,2016,Gerald Henderson,SG,28,POR,72,0.526,0.276,1,1,2,232,529,0.439,184,393,0.468,0.484,112,146,0.767,75,87,624
23738,2016,John Henson,C,25,MIL,57,0.58,0.402,1.2,1.1,2.3,164,291,0.564,164,290,0.566,0.564,69,117,0.59,54,131,397
23739,2016,Mario Hezonja,SF,20,ORL,79,0.541,0.129,-0.1,1,0.9,181,418,0.433,114,226,0.504,0.513,49,54,0.907,109,124,478
23740,2016,Roy Hibbert,C,29,LAL,81,0.507,0.353,1.1,1,2.2,182,411,0.443,182,409,0.445,0.443,117,145,0.807,95,252,481
23741,2016,J.J. Hickson,C,27,TOT,35,0.514,0.665,0.3,0.5,0.8,80,155,0.516,80,154,0.519,0.516,46,103,0.447,23,47,206
23742,2016,J.J. Hickson,C,27,DEN,20,0.508,0.541,0.1,0.4,0.5,55,109,0.505,55,109,0.505,0.505,27,59,0.458,16,35,137
23743,2016,J.J. Hickson,C,27,WAS,15,0.528,0.957,0.1,0.2,0.3,25,46,0.543,25,45,0.556,0.543,19,44,0.432,7,12,69
23744,2016,Nene Hilario,PF,33,WAS,57,0.564,0.482,1.1,1.6,2.7,209,384,0.544,209,381,0.549,0.544,107,185,0.578,97,156,525
23745,2016,George Hill,PG,29,IND,74,0.555,0.203,3.4,2.8,6.2,326,739,0.441,198,425,0.466,0.528,114,150,0.76,259,149,894
23746,2016,Jordan Hill,C,28,IND,73,0.534,0.228,1.6,2.3,3.9,278,549,0.506,278,548,0.507,0.506,89,125,0.712,87,155,645
23747,2016,Solomon Hill,SF,24,IND,59,0.543,0.202,0.8,1.3,2.1,93,208,0.447,69,134,0.515,0.505,36,42,0.857,57,68,246
23748,2016,Darrun Hilliard,SG,22,DET,38,0.511,0.305,0.2,0.3,0.5,52,131,0.397,33,81,0.407,0.469,29,40,0.725,27,28,152
23749,2016,Kirk Hinrich,PG,35,TOT,46,0.504,0.124,0.1,0.5,0.6,49,129,0.38,25,67,0.373,0.473,15,16,0.938,73,64,137
23750,2016,Kirk Hinrich,PG,35,CHI,35,0.528,0.136,0.2,0.4,0.6,47,118,0.398,24,62,0.387,0.496,15,16,0.938,59,63,132
23751,2016,Kirk Hinrich,PG,35,ATL,11,0.227,0,-0.1,0.1,0,2,11,0.182,1,5,0.2,0.227,0,0,,14,1,5
23752,2016,Jrue Holiday,PG,25,NOP,65,0.529,0.231,2.2,1.2,3.4,410,935,0.439,323,676,0.478,0.485,182,216,0.843,391,148,1089
23753,2016,Justin Holiday,SG,26,TOT,53,0.489,0.162,-0.3,0.9,0.6,88,228,0.386,52,123,0.423,0.465,27,37,0.73,56,61,239
23754,2016,Justin Holiday,SG,26,ATL,26,0.407,0.137,-0.5,0.4,-0.1,24,73,0.329,14,28,0.5,0.397,5,10,0.5,11,21,63
23755,2016,Justin Holiday,SG,26,CHI,27,0.527,0.174,0.2,0.5,0.8,64,155,0.413,38,95,0.4,0.497,22,27,0.815,45,40,176
23756,2016,Ryan Hollins,C,31,TOT,37,0.636,0.532,0.6,0.3,1,49,79,0.62,49,79,0.62,0.62,26,42,0.619,10,62,124
23757,2016,Ryan Hollins,C,31,WAS,5,0.571,0,0,0,0,4,7,0.571,4,7,0.571,0.571,0,0,,0,4,8
23758,2016,Ryan Hollins,C,31,MEM,32,0.641,0.583,0.6,0.3,0.9,45,72,0.625,45,72,0.625,0.625,26,42,0.619,10,58,116
23759,2016,Rondae Hollis-Jefferson,SF,21,BRK,29,0.519,0.377,0.5,0.7,1.2,63,138,0.457,59,124,0.476,0.471,37,52,0.712,43,61,167
23760,2016,Richaun Holmes,PF,22,PHI,51,0.564,0.333,1,0.5,1.5,114,222,0.514,106,178,0.596,0.532,51,74,0.689,33,92,287
23761,2016,Rodney Hood,SG,23,UTA,79,0.542,0.206,3.4,2.5,6,408,972,0.42,247,523,0.472,0.503,172,200,0.86,213,202,1149
23762,2016,Al Horford,C,29,ATL,82,0.565,0.123,4.9,4.5,9.4,529,1048,0.505,441,792,0.557,0.547,103,129,0.798,263,163,1249
23763,2016,Dwight Howard,C,30,HOU,71,0.604,0.79,3.5,3.1,6.6,372,600,0.62,372,594,0.626,0.62,232,474,0.489,98,219,976
23764,2016,Marcelo Huertas,PG,32,LAL,53,0.488,0.126,-0.2,0.1,-0.1,97,230,0.422,81,169,0.479,0.457,27,29,0.931,182,76,237
23765,2016,Josh Huestis,PF,24,OKC,5,0.509,0.333,0,0.1,0,5,12,0.417,1,6,0.167,0.583,0,4,0,0,3,14
23766,2016,Kris Humphries,PF,30,TOT,53,0.517,0.285,0.5,1.1,1.6,121,295,0.41,87,187,0.465,0.468,67,84,0.798,36,94,343
23767,2016,Kris Humphries,PF,30,WAS,28,0.524,0.196,0.3,0.5,0.7,64,158,0.405,41,91,0.451,0.478,29,31,0.935,16,42,180
23768,2016,Kris Humphries,PF,30,PHO,4,0.367,0.222,-0.1,0.1,0,10,36,0.278,7,26,0.269,0.319,6,8,0.75,7,8,29
23769,2016,Kris Humphries,PF,30,ATL,21,0.555,0.446,0.4,0.5,0.9,47,101,0.465,39,70,0.557,0.505,32,45,0.711,13,44,134
23770,2016,R.J. Hunter,SG,22,BOS,36,0.48,0.071,-0.1,0.4,0.3,36,98,0.367,17,35,0.486,0.464,6,7,0.857,13,29,97
23771,2016,Serge Ibaka,PF,26,OKC,78,0.533,0.139,2.5,3,5.5,416,869,0.479,356,685,0.52,0.513,91,121,0.752,66,211,983
23772,2016,Andre Iguodala,SF,32,GSW,65,0.565,0.226,2.3,2.1,4.4,176,368,0.478,122,214,0.57,0.552,51,83,0.614,219,102,457
23773,2016,Ersan Ilyasova,PF,28,TOT,74,0.526,0.233,2.4,2,4.4,280,661,0.424,184,402,0.458,0.496,111,154,0.721,67,171,767
23774,2016,Ersan Ilyasova,PF,28,DET,52,0.53,0.215,1.8,1.5,3.3,216,508,0.425,138,293,0.471,0.502,79,109,0.725,55,120,589
23775,2016,Ersan Ilyasova,PF,28,ORL,22,0.515,0.294,0.6,0.5,1.1,64,153,0.418,46,109,0.422,0.477,32,45,0.711,12,51,178
23776,2016,Joe Ingles,SF,28,UTA,81,0.572,0.062,0.7,1.6,2.3,124,291,0.426,43,81,0.531,0.565,13,18,0.722,96,98,342
23777,2016,Damien Inglis,SF,20,MIL,20,0.444,0.216,-0.2,0.2,-0.1,13,37,0.351,10,24,0.417,0.392,7,8,0.875,10,11,36
23778,2016,Kyrie Irving,PG,23,CLE,53,0.54,0.217,3.2,1.7,5,394,879,0.448,310,617,0.502,0.496,169,191,0.885,249,107,1041
23779,2016,Jarrett Jack,PG,32,BRK,32,0.505,0.313,0.5,0.4,0.9,140,358,0.391,109,256,0.426,0.434,100,112,0.893,236,77,411
23780,2016,Reggie Jackson,PG,25,DET,79,0.535,0.271,4.9,1.9,6.9,540,1244,0.434,422,910,0.464,0.482,291,337,0.864,492,187,1489
23781,2016,LeBron James,SF,31,CLE,76,0.588,0.347,9.6,4,13.6,737,1416,0.52,650,1134,0.573,0.551,359,491,0.731,514,143,1920
23782,2016,Al Jefferson,C,31,CHO,47,0.507,0.22,1,1.8,2.8,245,505,0.485,245,505,0.485,0.485,72,111,0.649,70,117,562
23783,2016,Cory Jefferson,PF,25,PHO,8,0.446,0.273,0,0,0.1,9,22,0.409,9,21,0.429,0.409,4,6,0.667,0,8,22
23784,2016,Richard Jefferson,SF,35,CLE,74,0.585,0.279,1.4,1.3,2.7,143,312,0.458,77,139,0.554,0.564,58,87,0.667,59,129,410
23785,2016,John Jenkins,SG,24,TOT,43,0.522,0.15,0,0.2,0.2,71,160,0.444,55,109,0.505,0.494,20,24,0.833,35,22,178
23786,2016,John Jenkins,SG,24,DAL,21,0.466,0.129,-0.2,0.1,-0.1,29,70,0.414,26,51,0.51,0.436,8,9,0.889,9,11,69
23787,2016,John Jenkins,SG,24,PHO,22,0.564,0.167,0.3,0.1,0.4,42,90,0.467,29,58,0.5,0.539,12,15,0.8,26,11,109
23788,2016,Brandon Jennings,PG,26,TOT,48,0.491,0.257,0.8,0.7,1.5,112,304,0.368,61,149,0.409,0.452,57,78,0.731,170,57,332
23789,2016,Brandon Jennings,PG,26,DET,23,0.491,0.266,0.4,0.4,0.8,53,143,0.371,29,66,0.439,0.455,27,38,0.711,70,24,157
23790,2016,Brandon Jennings,PG,26,ORL,25,0.49,0.248,0.3,0.4,0.7,59,161,0.366,32,83,0.386,0.45,30,40,0.75,100,33,175
23791,2016,Jonas Jerebko,PF,28,BOS,78,0.531,0.273,0.9,1.5,2.4,118,286,0.413,75,178,0.421,0.488,61,78,0.782,62,137,340
23792,2016,Amir Johnson,PF,28,BOS,79,0.602,0.284,3,2.9,5.9,249,426,0.585,239,383,0.624,0.596,69,121,0.57,138,214,577
23793,2016,Chris Johnson,SF,25,UTA,70,0.482,0.216,-0.1,1.2,1.1,72,194,0.371,45,95,0.474,0.441,34,42,0.81,45,100,205
23794,2016,James Johnson,PF,28,TOR,57,0.532,0.283,0.3,1,1.3,114,240,0.475,94,174,0.54,0.517,39,68,0.574,67,84,287
23795,2016,Joe Johnson,SF,34,TOT,81,0.538,0.165,1.9,0.8,2.7,377,859,0.439,257,546,0.471,0.509,118,142,0.831,318,146,992
23796,2016,Joe Johnson,SF,34,BRK,57,0.512,0.178,0.6,0.2,0.7,247,608,0.406,162,379,0.427,0.476,92,108,0.852,232,100,671
23797,2016,Joe Johnson,SF,34,MIA,24,0.603,0.135,1.3,0.6,2,130,251,0.518,95,167,0.569,0.588,26,34,0.765,86,46,321
23798,2016,Orlando Johnson,SG,26,TOT,7,0.346,0.235,-0.2,0.1,-0.2,9,34,0.265,7,24,0.292,0.294,6,8,0.75,2,9,26
23799,2016,Orlando Johnson,SG,26,PHO,2,0.407,0.353,0,0.1,0,5,17,0.294,4,12,0.333,0.324,5,6,0.833,0,5,16
23800,2016,Orlando Johnson,SG,26,NOP,5,0.28,0.118,-0.2,0,-0.2,4,17,0.235,3,12,0.25,0.265,1,2,0.5,2,4,10
23801,2016,Stanley Johnson,SF,19,DET,73,0.46,0.17,-1.3,1.9,0.6,225,600,0.375,162,395,0.41,0.428,80,102,0.784,118,178,593
23802,2016,Tyler Johnson,SG,23,MIA,36,0.579,0.263,1.2,0.9,2,118,243,0.486,91,172,0.529,0.541,51,64,0.797,79,66,314
23803,2016,Wesley Johnson,SF,28,LAC,80,0.513,0.089,0,2.7,2.6,208,515,0.404,105,206,0.51,0.504,30,46,0.652,49,173,549
23804,2016,Nikola Jokic,C,20,DEN,80,0.582,0.317,4.5,2.2,6.7,307,600,0.512,279,516,0.541,0.535,154,190,0.811,189,208,796
23805,2016,Dahntay Jones,SF,35,CLE,1,0.464,0,0,0.1,0.1,6,14,0.429,5,12,0.417,0.464,0,0,,2,6,13
23806,2016,James Jones,SF,35,CLE,48,0.58,0.183,0.7,0.5,1.2,58,142,0.408,17,38,0.447,0.553,21,26,0.808,14,50,178
23807,2016,Terrence Jones,PF,24,HOU,50,0.519,0.316,0.8,0.7,1.5,166,367,0.452,141,288,0.49,0.486,77,116,0.664,41,86,434
23808,2016,Tyus Jones,PG,19,MIN,37,0.45,0.25,0,0.3,0.3,56,156,0.359,40,103,0.388,0.41,28,39,0.718,108,33,156
23809,2016,DeAndre Jordan,C,27,LAC,77,0.628,1.219,6,5.5,11.5,357,508,0.703,357,507,0.704,0.703,266,619,0.43,90,207,980
23810,2016,Cory Joseph,SG,24,TOR,80,0.512,0.297,1.8,1.7,3.5,257,585,0.439,227,475,0.478,0.465,133,174,0.764,250,131,677
23811,2016,Chris Kaman,C,33,POR,16,0.496,0.07,0,0.1,0.1,20,43,0.465,19,39,0.487,0.477,3,3,1,11,15,44
23812,2016,Frank Kaminsky,C,22,CHO,81,0.513,0.282,1.2,2.1,3.3,215,525,0.41,147,323,0.455,0.474,108,148,0.73,98,126,606
23813,2016,Enes Kanter,C,23,OKC,82,0.626,0.349,6,2.1,8.1,414,719,0.576,404,698,0.579,0.583,200,251,0.797,33,166,1038
23814,2016,Sergey Karasev,SF,22,BRK,40,0.562,0.378,0.2,0.1,0.3,30,74,0.405,19,37,0.514,0.48,26,28,0.929,35,27,97
23815,2016,Sasha Kaun,C,30,CLE,25,0.527,0.647,0,0.2,0.2,9,17,0.529,9,17,0.529,0.529,5,11,0.455,3,11,23
23816,2016,Ryan Kelly,PF,24,LAL,36,0.44,0.362,-0.3,0.3,0.1,55,149,0.369,50,112,0.446,0.386,37,54,0.685,20,39,152
23817,2016,Michael Kidd-Gilchrist,SF,22,CHO,7,0.603,0.475,0.4,0.2,0.6,33,61,0.541,30,54,0.556,0.566,20,29,0.69,9,9,89
23818,2016,Sean Kilpatrick,SG,26,TOT,31,0.576,0.248,1,0,1,123,270,0.456,84,156,0.538,0.528,60,67,0.896,29,37,345
23819,2016,Sean Kilpatrick,SG,26,DEN,8,0.551,0.381,0,0,0.1,8,21,0.381,4,4,1,0.476,7,8,0.875,3,7,27
23820,2016,Sean Kilpatrick,SG,26,BRK,23,0.578,0.237,0.9,0,0.9,115,249,0.462,80,152,0.526,0.532,53,59,0.898,26,30,318
23821,2016,Brandon Knight,SG,24,PHO,52,0.522,0.204,0.7,0.9,1.7,371,895,0.415,251,544,0.461,0.482,156,183,0.852,263,124,1018
23822,2016,Kyle Korver,SG,34,ATL,80,0.578,0.088,1.2,2.9,4.1,268,616,0.435,110,219,0.502,0.563,45,54,0.833,164,161,739
23823,2016,Kosta Koufos,C,26,SAC,78,0.54,0.234,2.1,1.4,3.5,236,444,0.532,236,444,0.532,0.532,57,104,0.548,33,185,529
23824,2016,Jeremy Lamb,SG,23,CHO,66,0.529,0.173,1,1.8,2.7,230,510,0.451,174,329,0.529,0.506,64,88,0.727,77,105,580
23825,2016,Carl Landry,PF,32,PHI,36,0.605,0.364,1.8,0.3,2.1,139,250,0.556,133,237,0.561,0.568,67,91,0.736,32,69,351
23826,2016,Shane Larkin,PG,23,BRK,78,0.515,0.213,0.5,1,1.4,222,502,0.442,183,394,0.464,0.481,83,107,0.776,342,121,566
23827,2016,Joffrey Lauvergne,C,24,DEN,59,0.567,0.182,1.6,0.7,2.3,195,380,0.513,182,327,0.557,0.53,62,69,0.899,56,115,465
23828,2016,Zach LaVine,SG,20,MIN,82,0.548,0.212,1.9,0.7,2.6,433,959,0.452,310,643,0.482,0.516,161,203,0.793,251,193,1150
23829,2016,Ty Lawson,PG,28,TOT,66,0.476,0.243,0.2,0.7,0.9,139,354,0.393,103,246,0.419,0.444,59,86,0.686,237,87,373
23830,2016,Ty Lawson,PG,28,HOU,53,0.48,0.279,0,0.4,0.4,111,287,0.387,80,193,0.415,0.441,56,80,0.7,180,71,309
23831,2016,Ty Lawson,PG,28,IND,13,0.46,0.09,0.2,0.3,0.5,28,67,0.418,23,53,0.434,0.455,3,6,0.5,57,16,64
23832,2016,Courtney Lee,SG,30,TOT,79,0.551,0.185,2.1,1.7,3.9,290,639,0.454,208,422,0.493,0.518,99,118,0.839,136,134,761
23833,2016,Courtney Lee,SG,30,MEM,51,0.556,0.22,1.5,0.8,2.2,192,419,0.458,141,281,0.502,0.519,76,92,0.826,76,79,511
23834,2016,Courtney Lee,SG,30,CHO,28,0.54,0.118,0.7,1,1.6,98,220,0.445,67,141,0.475,0.516,23,26,0.885,60,55,250
23835,2016,David Lee,PF,32,TOT,55,0.568,0.278,1.7,1.4,3,178,335,0.531,178,334,0.533,0.531,71,93,0.763,84,114,427
23836,2016,David Lee,PF,32,BOS,30,0.499,0.266,0.2,0.7,0.9,87,192,0.453,87,191,0.455,0.453,40,51,0.784,54,51,214
23837,2016,David Lee,PF,32,DAL,25,0.66,0.294,1.5,0.7,2.1,91,143,0.636,91,143,0.636,0.636,31,42,0.738,30,63,213
23838,2016,Alex Len,C,22,PHO,78,0.482,0.383,-0.5,1.8,1.3,264,624,0.423,263,617,0.426,0.424,174,239,0.728,97,230,703
23839,2016,Kawhi Leonard,SF,24,SAS,72,0.616,0.306,8.3,5.5,13.7,551,1090,0.506,422,799,0.528,0.565,292,334,0.874,186,133,1523
23840,2016,Meyers Leonard,PF,23,POR,61,0.561,0.106,1.2,1,2.2,195,435,0.448,109,207,0.527,0.547,35,46,0.761,92,183,511
23841,2016,Jon Leuer,PF,26,PHO,67,0.555,0.217,1.4,1.3,2.7,224,466,0.481,182,356,0.511,0.526,77,101,0.762,72,125,567
23842,2016,Damian Lillard,PG,25,POR,75,0.56,0.315,7.7,1.4,9.2,618,1474,0.419,389,864,0.45,0.497,414,464,0.892,512,165,1879
23843,2016,Jeremy Lin,SG,27,CHO,78,0.534,0.401,1.3,2.3,3.5,300,728,0.412,224,502,0.446,0.464,238,292,0.815,235,165,914
23844,2016,Shaun Livingston,PG,30,GSW,78,0.581,0.245,2.9,1.7,4.6,203,379,0.536,201,367,0.548,0.538,80,93,0.86,237,140,488
23845,2016,Kevon Looney,PF,19,GSW,5,0.643,0,0.1,0,0.1,4,7,0.571,3,5,0.6,0.643,0,0,,0,2,9
23846,2016,Brook Lopez,C,27,BRK,73,0.562,0.348,4.5,1.7,6.2,591,1157,0.511,589,1143,0.515,0.512,317,403,0.787,147,215,1501
23847,2016,Robin Lopez,C,27,NYK,82,0.574,0.243,3.7,2.1,5.8,357,662,0.539,357,661,0.54,0.539,128,161,0.795,114,182,842
23848,2016,Kevin Love,PF,27,CLE,77,0.553,0.321,4.7,3.8,8.5,409,977,0.419,251,538,0.467,0.499,258,314,0.822,186,159,1234
23849,2016,Kyle Lowry,PG,29,TOR,77,0.578,0.41,8,3.7,11.6,512,1198,0.427,300,651,0.461,0.516,398,491,0.811,494,211,1634
23850,2016,Trey Lyles,PF,20,UTA,80,0.517,0.188,0.6,1.7,2.3,191,436,0.438,142,308,0.461,0.494,57,82,0.695,59,114,488
23851,2016,Shelvin Mack,PG,25,TOT,52,0.507,0.147,0.2,1.2,1.3,182,415,0.439,143,290,0.493,0.486,45,61,0.738,187,72,448
23852,2016,Shelvin Mack,PG,25,ATL,24,0.464,0.126,-0.1,0.3,0.2,40,95,0.421,36,68,0.529,0.442,9,12,0.75,38,7,93
23853,2016,Shelvin Mack,PG,25,UTA,28,0.52,0.153,0.2,0.9,1.2,142,320,0.444,107,222,0.482,0.498,36,49,0.735,149,65,355
23854,2016,Ian Mahinmi,C,29,IND,71,0.603,0.502,2.9,3.3,6.2,264,448,0.589,264,448,0.589,0.589,132,225,0.587,104,220,660
23855,2016,Devyn Marble,SG,23,ORL,28,0.368,0.338,-0.4,0.3,-0.1,21,71,0.296,13,39,0.333,0.352,10,24,0.417,12,25,60
23856,2016,Boban Marjanovic,C,27,SAS,54,0.662,0.655,2.3,1.2,3.4,105,174,0.603,105,174,0.603,0.603,87,114,0.763,21,54,297
23857,2016,Kendall Marshall,PG,24,PHI,30,0.449,0.11,-0.7,0.1,-0.5,43,118,0.364,27,69,0.391,0.432,9,13,0.692,73,30,111
23858,2016,Jarell Martin,PF,21,MEM,27,0.534,0.534,0.5,0.2,0.8,54,116,0.466,54,114,0.474,0.466,45,62,0.726,15,58,153
23859,2016,Kevin Martin,SG,32,TOT,55,0.52,0.411,0.7,0.5,1.2,156,419,0.372,107,283,0.378,0.431,153,172,0.89,58,83,514
23860,2016,Kevin Martin,SG,32,MIN,39,0.523,0.425,0.7,0.1,0.8,126,334,0.377,88,231,0.381,0.434,125,142,0.88,46,68,415
23861,2016,Kevin Martin,SG,32,SAS,16,0.504,0.353,0,0.4,0.4,30,85,0.353,19,52,0.365,0.418,28,30,0.933,12,15,99
23862,2016,Wesley Matthews,SF,29,DAL,78,0.532,0.171,1.9,1.8,3.7,331,854,0.388,142,329,0.432,0.498,126,146,0.863,151,179,977
23863,2016,O.J. Mayo,SG,28,MIL,41,0.474,0.125,-0.7,0.6,-0.1,119,321,0.371,67,159,0.421,0.452,31,40,0.775,118,126,321
23864,2016,Luc Mbah,PF,29,LAC,75,0.498,0.275,0.2,1.3,1.6,94,207,0.454,81,167,0.485,0.486,30,57,0.526,30,100,231
23865,2016,James Michael,PF,23,GSW,41,0.554,0.583,0.5,0.3,0.8,45,84,0.536,44,82,0.537,0.542,26,49,0.531,17,39,117
23866,2016,Ray McCallum,PG,24,TOT,41,0.449,0.103,-0.2,0.5,0.3,55,146,0.377,40,104,0.385,0.428,12,15,0.8,60,29,137
23867,2016,Ray McCallum,PG,24,SAS,31,0.476,0.149,0.1,0.4,0.5,27,67,0.403,22,51,0.431,0.44,9,10,0.9,33,14,68
23868,2016,Ray McCallum,PG,24,MEM,10,0.425,0.063,-0.3,0.1,-0.2,28,79,0.354,18,53,0.34,0.418,3,5,0.6,27,15,69
23869,2016,C.J. McCollum,SG,24,POR,80,0.544,0.158,4.4,1.7,6,641,1431,0.448,444,959,0.463,0.517,187,226,0.827,341,187,1666
23870,2016,T.J. McConnell,PG,23,PHI,81,0.511,0.088,0.6,1.4,1.9,218,464,0.47,187,375,0.499,0.503,26,41,0.634,367,114,493
