,TEAM,MATCH UP,GAME DATE,MIN,EFG%,FTA RATE,TOV%,TOV,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_TOV,OPP_OREB%,OPP,Home/Away,REST,PTS,OPP_PTS,+/-,WIN,OPP_REST
618,PHI,PHI vs. DEN,12/5/16,48,0.471,0.267,0.184,18.4,0.255,0.526,0.447,0.19,19,0.238,DEN,1,2,98,106,-8,0,2
619,CHI,CHI vs. POR,12/5/16,48,0.464,0.458,0.15,15,0.349,0.532,0.194,0.099,9.9,0.222,POR,1,2,110,112,-2,0,2
620,BOS,BOS @ HOU,12/5/16,48,0.48,0.121,0.104,10.4,0.204,0.526,0.408,0.171,17.1,0.179,HOU,0,2,106,107,-1,0,3
621,CLE,CLE @ TOR,12/5/16,48,0.56,0.321,0.162,16.2,0.361,0.506,0.307,0.072,7.2,0.222,TOR,0,3,116,112,4,1,2
622,SAS,SAS @ MIL,12/5/16,48,0.473,0.151,0.147,14.7,0.25,0.452,0.466,0.147,14.7,0.171,MIL,0,3,97,96,1,1,2
623,OKC,OKC @ ATL,12/5/16,48,0.525,0.35,0.184,18.4,0.216,0.487,0.416,0.176,17.6,0.167,ATL,0,1,102,99,3,1,2
624,UTA,UTA @ LAL,12/5/16,48,0.556,0.363,0.128,12.8,0.282,0.477,0.264,0.118,11.8,0.349,LAL,0,2,107,101,6,1,2
625,WAS,WAS @ BKN,12/5/16,48,0.565,0.196,0.098,9.8,0.178,0.562,0.37,0.213,21.3,0.325,BKN,0,3,118,113,5,1,2
626,NYK,NYK @ MIA,12/6/16,48,0.526,0.163,0.112,11.2,0.375,0.489,0.303,0.105,10.5,0.314,MIA,0,2,114,103,11,1,3
627,UTA,UTA vs. PHX,12/6/16,48,0.575,0.438,0.165,16.5,0.171,0.5,0.298,0.17,17,0.293,PHX,1,1,112,105,7,1,3
628,PHI,PHI @ MEM,12/6/16,48,0.476,0.317,0.159,15.9,0.18,0.395,0.407,0.127,12.7,0.25,MEM,0,1,91,96,-5,0,1
629,MIA,MIA vs. NYK,12/6/16,48,0.489,0.303,0.105,10.5,0.314,0.526,0.163,0.112,11.2,0.375,NYK,1,3,103,114,-11,0,2
630,MEM,MEM vs. PHI,12/6/16,48,0.395,0.407,0.127,12.7,0.25,0.476,0.317,0.159,15.9,0.18,PHI,1,1,96,91,5,1,1
631,SAS,SAS @ MIN,12/6/16,48,0.601,0.257,0.122,12.2,0.091,0.482,0.22,0.16,16,0.256,MIN,0,1,105,91,14,1,3
632,DET,DET vs. CHI,12/6/16,48,0.5,0.239,0.093,9.3,0.2,0.453,0.427,0.149,14.9,0.205,CHI,1,2,102,91,11,1,1
633,PHX,PHX @ UTA,12/6/16,48,0.5,0.298,0.17,17,0.293,0.575,0.438,0.165,16.5,0.171,UTA,0,3,105,112,-7,0,1
634,CHI,CHI @ DET,12/6/16,48,0.453,0.427,0.149,14.9,0.205,0.5,0.239,0.093,9.3,0.2,DET,0,1,91,102,-11,0,2
635,WAS,WAS vs. ORL,12/6/16,48,0.532,0.258,0.114,11.4,0.222,0.59,0.434,0.125,12.5,0.2,ORL,1,1,116,124,-8,0,2
636,MIN,MIN vs. SAS,12/6/16,48,0.482,0.22,0.16,16,0.256,0.601,0.257,0.122,12.2,0.091,SAS,1,3,91,105,-14,0,1
637,ORL,ORL @ WAS,12/6/16,48,0.59,0.434,0.125,12.5,0.2,0.532,0.258,0.114,11.4,0.222,WAS,0,2,124,116,8,1,1
638,BOS,BOS @ ORL,12/7/16,48,0.554,0.345,0.104,10.4,0.275,0.438,0.296,0.144,14.4,0.174,ORL,0,2,117,87,30,1,1
639,ORL,ORL vs. BOS,12/7/16,48,0.438,0.296,0.144,14.4,0.174,0.554,0.345,0.104,10.4,0.275,BOS,1,1,87,117,-30,0,2
640,HOU,HOU vs. LAL,12/7/16,48,0.622,0.223,0.185,18.5,0.375,0.42,0.31,0.248,24.8,0.275,LAL,1,2,134,95,39,1,2
641,NYK,NYK vs. CLE,12/7/16,48,0.466,0.172,0.166,16.6,0.265,0.625,0.388,0.125,12.5,0.25,CLE,1,1,94,126,-32,0,2
642,DAL,DAL vs. SAC,12/7/16,48,0.474,0.256,0.228,22.8,0.209,0.619,0.25,0.138,13.8,0.162,SAC,1,2,89,120,-31,0,3
643,GSW,GSW @ LAC,12/7/16,48,0.511,0.326,0.1,10,0.286,0.435,0.261,0.132,13.2,0.333,LAC,0,2,115,98,17,1,3
644,CLE,CLE @ NYK,12/7/16,48,0.625,0.388,0.125,12.5,0.25,0.466,0.172,0.166,16.6,0.265,NYK,0,2,126,94,32,1,1
645,SAC,SAC @ DAL,12/7/16,48,0.619,0.25,0.138,13.8,0.162,0.474,0.256,0.228,22.8,0.209,DAL,0,3,120,89,31,1,2
646,MIL,MIL vs. POR,12/7/16,48,0.584,0.481,0.102,10.2,0.128,0.535,0.224,0.161,16.1,0.217,POR,1,2,115,107,8,1,2
647,LAL,LAL @ HOU,12/7/16,48,0.42,0.31,0.248,24.8,0.275,0.622,0.223,0.185,18.5,0.375,HOU,0,2,95,134,-39,0,2
648,POR,POR @ MIL,12/7/16,48,0.535,0.224,0.161,16.1,0.217,0.584,0.481,0.102,10.2,0.128,MIL,0,2,107,115,-8,0,2
649,IND,IND @ PHX,12/7/16,48,0.494,0.526,0.176,17.6,0.279,0.453,0.212,0.2,20,0.196,PHX,0,2,109,94,15,1,1
650,PHX,PHX vs. IND,12/7/16,48,0.453,0.212,0.2,20,0.196,0.494,0.526,0.176,17.6,0.279,IND,1,1,94,109,-15,0,2
651,CHA,CHA vs. DET,12/7/16,48,0.375,0.33,0.059,5.9,0.091,0.404,0.09,0.132,13.2,0.132,DET,1,2,87,77,10,1,1
652,LAC,LAC vs. GSW,12/7/16,48,0.435,0.261,0.132,13.2,0.333,0.511,0.326,0.1,10,0.286,GSW,1,3,98,115,-17,0,2
653,DEN,DEN @ BKN,12/7/16,48,0.452,0.2,0.162,16.2,0.448,0.535,0.365,0.145,14.5,0.238,BKN,0,2,111,116,-5,0,2
654,DET,DET @ CHA,12/7/16,48,0.404,0.09,0.132,13.2,0.132,0.375,0.33,0.059,5.9,0.091,CHA,0,1,77,87,-10,0,2
655,BKN,BKN vs. DEN,12/7/16,48,0.535,0.365,0.145,14.5,0.238,0.452,0.2,0.162,16.2,0.448,DEN,1,2,116,111,5,1,2
656,MIA,MIA @ ATL,12/7/16,48,0.494,0.25,0.174,17.4,0.195,0.511,0.17,0.148,14.8,0.359,ATL,0,1,95,103,-8,0,2
657,ATL,ATL vs. MIA,12/7/16,48,0.511,0.17,0.148,14.8,0.359,0.494,0.25,0.174,17.4,0.195,MIA,1,2,103,95,8,1,1
658,MEM,MEM vs. POR,12/8/16,48,0.391,0.345,0.132,13.2,0.278,0.348,0.488,0.122,12.2,0.232,POR,1,2,88,86,2,1,1
659,SAS,SAS @ CHI,12/8/16,48,0.448,0.052,0.137,13.7,0.216,0.463,0.338,0.198,19.8,0.256,CHI,0,2,91,95,-4,0,2
660,GSW,GSW @ UTA,12/8/16,48,0.563,0.288,0.173,17.3,0.209,0.472,0.236,0.148,14.8,0.24,UTA,0,1,106,99,7,1,2
661,POR,POR @ MEM,12/8/16,48,0.348,0.488,0.122,12.2,0.232,0.391,0.345,0.132,13.2,0.278,MEM,0,1,86,88,-2,0,2
662,PHI,PHI @ NOP,12/8/16,48,0.495,0.143,0.104,10.4,0.234,0.435,0.262,0.127,12.7,0.239,NOP,0,2,99,88,11,1,3
663,TOR,TOR vs. MIN,12/8/16,48,0.563,0.379,0.095,9.5,0.372,0.563,0.17,0.151,15.1,0.381,MIN,1,3,124,110,14,1,2
664,CHI,CHI vs. SAS,12/8/16,48,0.463,0.338,0.198,19.8,0.256,0.448,0.052,0.137,13.7,0.216,SAS,1,2,95,91,4,1,2
665,DEN,DEN @ WAS,12/8/16,48,0.454,0.316,0.286,28.6,0.341,0.487,0.218,0.197,19.7,0.205,WAS,0,1,85,92,-7,0,2
666,UTA,UTA vs. GSW,12/8/16,48,0.472,0.236,0.148,14.8,0.24,0.563,0.288,0.173,17.3,0.209,GSW,1,2,99,106,-7,0,1
667,MIN,MIN @ TOR,12/8/16,48,0.563,0.17,0.151,15.1,0.381,0.563,0.379,0.095,9.5,0.372,TOR,0,2,110,124,-14,0,3
668,WAS,WAS vs. DEN,12/8/16,48,0.487,0.218,0.197,19.7,0.205,0.454,0.316,0.286,28.6,0.341,DEN,1,2,92,85,7,1,1
669,NOP,NOP vs. PHI,12/8/16,48,0.435,0.262,0.127,12.7,0.239,0.495,0.143,0.104,10.4,0.234,PHI,1,3,88,99,-11,0,2
670,PHX,PHX @ LAL,12/9/16,48,0.542,0.221,0.077,7.7,0.188,0.511,0.391,0.148,14.8,0.222,LAL,0,2,119,115,4,1,2
671,MIN,MIN vs. DET,12/9/16,48,0.494,0.256,0.131,13.1,0.184,0.583,0.274,0.078,7.8,0.268,DET,1,1,90,117,-27,0,2
672,ORL,ORL @ CHA,12/9/16,48,0.423,0.154,0.083,8.3,0.164,0.535,0.271,0.137,13.7,0.295,CHA,0,2,88,109,-21,0,2
673,TOR,TOR @ BOS,12/9/16,48,0.47,0.329,0.114,11.4,0.174,0.476,0.265,0.142,14.2,0.16,BOS,0,1,101,94,7,1,2
674,HOU,HOU @ OKC,12/9/16,48,0.451,0.326,0.144,14.4,0.302,0.463,0.383,0.174,17.4,0.2,OKC,0,2,102,99,3,1,4
675,DET,DET @ MIN,12/9/16,48,0.583,0.274,0.078,7.8,0.268,0.494,0.256,0.131,13.1,0.184,MIN,0,2,117,90,27,1,1
676,CHA,CHA vs. ORL,12/9/16,48,0.535,0.271,0.137,13.7,0.295,0.423,0.154,0.083,8.3,0.164,ORL,1,2,109,88,21,1,2
677,LAL,LAL vs. PHX,12/9/16,48,0.511,0.391,0.148,14.8,0.222,0.542,0.221,0.077,7.7,0.188,PHX,1,2,115,119,-4,0,2
678,MIA,MIA @ CLE,12/9/16,48,0.378,0.233,0.164,16.4,0.39,0.608,0.229,0.12,12,0.324,CLE,0,2,84,114,-30,0,2
679,SAC,SAC vs. NYK,12/9/16,48,0.443,0.31,0.07,7,0.125,0.488,0.298,0.17,17,0.267,NYK,1,2,100,103,-3,0,2
680,IND,IND @ DAL,12/9/16,48,0.565,0.377,0.145,14.5,0.125,0.581,0.3,0.095,9.5,0.128,DAL,0,2,103,111,-8,0,2
681,MIL,MIL vs. ATL,12/9/16,48,0.532,0.149,0.141,14.1,0.196,0.548,0.345,0.17,17,0.209,ATL,1,2,110,114,-4,0,2
682,OKC,OKC vs. HOU,12/9/16,48,0.463,0.383,0.174,17.4,0.2,0.451,0.326,0.144,14.4,0.302,HOU,1,4,99,102,-3,0,2
683,DAL,DAL vs. IND,12/9/16,48,0.581,0.3,0.095,9.5,0.128,0.565,0.377,0.145,14.5,0.125,IND,1,2,111,103,8,1,2
684,CLE,CLE vs. MIA,12/9/16,48,0.608,0.229,0.12,12,0.324,0.378,0.233,0.164,16.4,0.39,MIA,1,2,114,84,30,1,2
685,BOS,BOS vs. TOR,12/9/16,48,0.476,0.265,0.142,14.2,0.16,0.47,0.329,0.114,11.4,0.174,TOR,1,2,94,101,-7,0,1
686,ATL,ATL @ MIL,12/9/16,48,0.548,0.345,0.17,17,0.209,0.532,0.149,0.141,14.1,0.196,MIL,0,2,114,110,4,1,2
687,NYK,NYK @ SAC,12/9/16,48,0.488,0.298,0.17,17,0.267,0.443,0.31,0.07,7,0.125,SAC,0,2,103,100,3,1,2
688,CHA,CHA @ CLE,12/10/16,48,0.512,0.279,0.142,14.2,0.267,0.664,0.384,0.187,18.7,0.206,CLE,0,1,105,116,-11,0,1
689,SAS,SAS vs. BKN,12/10/16,48,0.606,0.191,0.096,9.6,0.182,0.454,0.287,0.155,15.5,0.212,BKN,1,2,130,101,29,1,3
690,POR,POR @ IND,12/10/16,48,0.585,0.195,0.192,19.2,0.237,0.572,0.337,0.132,13.2,0.238,IND,0,2,111,118,-7,0,1
691,ORL,ORL vs. DEN,12/10/16,48,0.551,0.273,0.051,5.1,0.125,0.614,0.301,0.124,12.4,0.257,DEN,1,1,113,121,-8,0,2
692,DEN,DEN @ ORL,12/10/16,48,0.614,0.301,0.124,12.4,0.257,0.551,0.273,0.051,5.1,0.125,ORL,0,2,121,113,8,1,1
693,DAL,DAL @ HOU,12/10/16,48,0.475,0.177,0.102,10.2,0.136,0.628,0.297,0.169,16.9,0.278,HOU,0,1,87,109,-22,0,1
694,LAC,LAC vs. NOP,12/10/16,48,0.665,0.096,0.101,10.1,0.257,0.53,0.313,0.156,15.6,0.205,NOP,1,3,133,105,28,1,2
695,NOP,NOP @ LAC,12/10/16,48,0.53,0.313,0.156,15.6,0.205,0.665,0.096,0.101,10.1,0.257,LAC,0,2,105,133,-28,0,3
696,HOU,HOU vs. DAL,12/10/16,48,0.628,0.297,0.169,16.9,0.278,0.475,0.177,0.102,10.2,0.136,DAL,1,1,109,87,22,1,1
697,IND,IND vs. POR,12/10/16,48,0.572,0.337,0.132,13.2,0.238,0.585,0.195,0.192,19.2,0.237,POR,1,1,118,111,7,1,2
698,WAS,WAS vs. MIL,12/10/16,48,0.5,0.318,0.102,10.2,0.267,0.589,0.19,0.203,20.3,0.2,MIL,1,2,110,105,5,1,1
699,BKN,BKN @ SAS,12/10/16,48,0.454,0.287,0.155,15.5,0.212,0.606,0.191,0.096,9.6,0.182,SAS,0,3,101,130,-29,0,2
700,UTA,UTA vs. SAC,12/10/16,48,0.565,0.234,0.234,23.4,0.371,0.428,0.144,0.107,10.7,0.226,SAC,1,2,104,84,20,1,1
701,CLE,CLE vs. CHA,12/10/16,48,0.664,0.384,0.187,18.7,0.206,0.512,0.279,0.142,14.2,0.267,CHA,1,1,116,105,11,1,1
702,CHI,CHI vs. MIA,12/10/16,48,0.458,0.369,0.114,11.4,0.293,0.489,0.198,0.124,12.4,0.286,MIA,1,2,105,100,5,1,1
703,SAC,SAC @ UTA,12/10/16,48,0.428,0.144,0.107,10.7,0.226,0.565,0.234,0.234,23.4,0.371,UTA,0,1,84,104,-20,0,2
704,MIL,MIL @ WAS,12/10/16,48,0.589,0.19,0.203,20.3,0.2,0.5,0.318,0.102,10.2,0.267,WAS,0,1,105,110,-5,0,2
705,MEM,MEM vs. GSW,12/10/16,48,0.483,0.333,0.119,11.9,0.256,0.5,0.26,0.233,23.3,0.217,GSW,1,2,110,89,21,1,2
706,MIA,MIA @ CHI,12/10/16,48,0.489,0.198,0.124,12.4,0.286,0.458,0.369,0.114,11.4,0.293,CHI,0,1,100,105,-5,0,2
707,GSW,GSW @ MEM,12/10/16,48,0.5,0.26,0.233,23.3,0.217,0.483,0.333,0.119,11.9,0.256,MEM,0,2,89,110,-21,0,2
708,LAL,LAL vs. NYK,12/11/16,48,0.534,0.25,0.145,14.5,0.2,0.548,0.369,0.109,10.9,0.2,NYK,1,2,112,118,-6,0,2
709,OKC,OKC vs. BOS,12/11/16,48,0.512,0.325,0.14,14,0.349,0.506,0.089,0.147,14.7,0.261,BOS,1,2,99,96,3,1,2
710,BOS,BOS @ OKC,12/11/16,48,0.506,0.089,0.147,14.7,0.261,0.512,0.325,0.14,14,0.349,OKC,0,2,96,99,-3,0,2
711,DET,DET vs. PHI,12/11/16,48,0.421,0.171,0.161,16.1,0.213,0.61,0.25,0.221,22.1,0.172,PHI,1,2,79,97,-18,0,3
712,NOP,NOP @ PHX,12/11/16,53,0.474,0.361,0.109,10.9,0.246,0.531,0.271,0.146,14.6,0.286,PHX,0,1,120,119,1,1,2
713,NYK,NYK @ LAL,12/11/16,48,0.548,0.369,0.109,10.9,0.2,0.534,0.25,0.145,14.5,0.2,LAL,0,2,118,112,6,1,2
714,PHX,PHX vs. NOP,12/11/16,53,0.531,0.271,0.146,14.6,0.286,0.474,0.361,0.109,10.9,0.246,NOP,1,2,119,120,-1,0,1
715,PHI,PHI @ DET,12/11/16,48,0.61,0.25,0.221,22.1,0.172,0.421,0.171,0.161,16.1,0.213,DET,0,3,97,79,18,1,2
716,MIN,MIN vs. GSW,12/11/16,48,0.5,0.444,0.157,15.7,0.34,0.536,0.361,0.091,9.1,0.146,GSW,1,2,108,116,-8,0,1
717,GSW,GSW @ MIN,12/11/16,48,0.536,0.361,0.091,9.1,0.146,0.5,0.444,0.157,15.7,0.34,MIN,0,1,116,108,8,1,2
718,IND,IND vs. CHA,12/12/16,48,0.585,0.114,0.112,11.2,0.119,0.393,0.381,0.127,12.7,0.196,CHA,1,2,110,94,16,1,2
719,CHA,CHA @ IND,12/12/16,48,0.393,0.381,0.127,12.7,0.196,0.585,0.114,0.112,11.2,0.119,IND,0,2,94,110,-16,0,2
720,SAC,SAC vs. LAL,12/12/16,48,0.619,0.25,0.215,21.5,0.371,0.452,0.25,0.208,20.8,0.333,LAL,1,2,116,92,24,1,1
721,WAS,WAS @ MIA,12/12/16,48,0.494,0.262,0.152,15.2,0.217,0.563,0.216,0.149,14.9,0.289,MIA,0,2,101,112,-11,0,2
722,HOU,HOU vs. BKN,12/12/16,48,0.555,0.396,0.127,12.7,0.239,0.569,0.45,0.182,18.2,0.176,BKN,1,2,122,118,4,1,2
723,MIA,MIA vs. WAS,12/12/16,48,0.563,0.216,0.149,14.9,0.289,0.494,0.262,0.152,15.2,0.217,WAS,1,2,112,101,11,1,2
724,DAL,DAL vs. DEN,12/12/16,48,0.662,0.156,0.129,12.9,0.258,0.464,0.217,0.184,18.4,0.435,DEN,1,2,112,92,20,1,2
725,DEN,DEN @ DAL,12/12/16,48,0.464,0.217,0.184,18.4,0.435,0.662,0.156,0.129,12.9,0.258,DAL,0,2,92,112,-20,0,2
726,POR,POR @ LAC,12/12/16,48,0.563,0.287,0.158,15.8,0.342,0.534,0.315,0.128,12.8,0.31,LAC,0,2,120,121,-1,0,2
727,MIL,MIL @ TOR,12/12/16,48,0.494,0.191,0.115,11.5,0.273,0.605,0.346,0.15,15,0.359,TOR,0,2,100,122,-22,0,3
728,LAL,LAL @ SAC,12/12/16,48,0.452,0.25,0.208,20.8,0.333,0.619,0.25,0.215,21.5,0.371,SAC,0,1,92,116,-24,0,2
729,TOR,TOR vs. MIL,12/12/16,48,0.605,0.346,0.15,15,0.359,0.494,0.191,0.115,11.5,0.273,MIL,1,3,122,100,22,1,2
730,BKN,BKN @ HOU,12/12/16,48,0.569,0.45,0.182,18.2,0.176,0.555,0.396,0.127,12.7,0.239,HOU,0,2,118,122,-4,0,2
731,LAC,LAC vs. POR,12/12/16,48,0.534,0.315,0.128,12.8,0.31,0.563,0.287,0.158,15.8,0.342,POR,1,2,121,120,1,1,2
732,NYK,NYK @ PHX,12/13/16,53,0.428,0.392,0.12,12,0.196,0.457,0.355,0.164,16.4,0.333,PHX,0,2,111,113,-2,0,2
733,MEM,MEM @ CLE,12/13/16,48,0.43,0.174,0.164,16.4,0.234,0.531,0.284,0.182,18.2,0.238,CLE,0,3,86,103,-17,0,3
734,NOP,NOP vs. GSW,12/13/16,48,0.561,0.256,0.166,16.6,0.143,0.516,0.2,0.113,11.3,0.188,GSW,1,2,109,113,-4,0,2
735,CHI,CHI vs. MIN,12/13/16,48,0.46,0.218,0.108,10.8,0.277,0.477,0.256,0.146,14.6,0.326,MIN,1,3,94,99,-5,0,2
736,ORL,ORL @ ATL,12/13/16,48,0.672,0.23,0.09,9,0.135,0.567,0.236,0.15,15,0.361,ATL,0,3,131,120,11,1,4
737,POR,POR vs. OKC,12/13/16,48,0.588,0.338,0.143,14.3,0.229,0.425,0.322,0.201,20.1,0.356,OKC,1,1,114,95,19,1,2
738,GSW,GSW @ NOP,12/13/16,48,0.516,0.2,0.113,11.3,0.188,0.561,0.256,0.166,16.6,0.143,NOP,0,2,113,109,4,1,2
739,CLE,CLE vs. MEM,12/13/16,48,0.531,0.284,0.182,18.2,0.238,0.43,0.174,0.164,16.4,0.234,MEM,1,3,103,86,17,1,3
740,PHX,PHX vs. NYK,12/13/16,53,0.457,0.355,0.164,16.4,0.333,0.428,0.392,0.12,12,0.196,NYK,1,2,113,111,2,1,2
741,ATL,ATL vs. ORL,12/13/16,48,0.567,0.236,0.15,15,0.361,0.672,0.23,0.09,9,0.135,ORL,1,4,120,131,-11,0,3
742,MIN,MIN @ CHI,12/13/16,48,0.477,0.256,0.146,14.6,0.326,0.46,0.218,0.108,10.8,0.277,CHI,0,2,99,94,5,1,3
743,OKC,OKC @ POR,12/13/16,48,0.425,0.322,0.201,20.1,0.356,0.588,0.338,0.143,14.3,0.229,POR,0,2,95,114,-19,0,1
744,CHA,CHA @ WAS,12/14/16,48,0.608,0.284,0.187,18.7,0.147,0.546,0.195,0.145,14.5,0.3,WAS,0,2,106,109,-3,0,2
745,BKN,BKN vs. LAL,12/14/16,48,0.448,0.465,0.159,15.9,0.38,0.418,0.374,0.102,10.2,0.3,LAL,1,2,107,97,10,1,2
746,SAC,SAC @ HOU,12/14/16,48,0.484,0.12,0.159,15.9,0.235,0.718,0.188,0.16,16,0.222,HOU,0,2,98,132,-34,0,2
747,HOU,HOU vs. SAC,12/14/16,48,0.718,0.188,0.16,16,0.222,0.484,0.12,0.159,15.9,0.235,SAC,1,2,132,98,34,1,2
748,CLE,CLE @ MEM,12/14/16,48,0.433,0.413,0.119,11.9,0.146,0.506,0.198,0.187,18.7,0.304,MEM,0,1,85,93,-8,0,1
749,SAS,SAS vs. BOS,12/14/16,48,0.6,0.175,0.165,16.5,0.156,0.5,0.238,0.133,13.3,0.195,BOS,1,4,108,101,7,1,3
750,LAC,LAC @ ORL,12/14/16,48,0.588,0.5,0.117,11.7,0.206,0.551,0.225,0.085,8.5,0.255,ORL,0,2,113,108,5,1,1
751,LAL,LAL @ BKN,12/14/16,48,0.418,0.374,0.102,10.2,0.3,0.448,0.465,0.159,15.9,0.38,BKN,0,2,97,107,-10,0,2
752,IND,IND @ MIA,12/14/16,48,0.421,0.191,0.09,9,0.12,0.494,0.305,0.16,16,0.304,MIA,0,2,89,95,-6,0,2
753,TOR,TOR @ PHI,12/14/16,48,0.529,0.414,0.111,11.1,0.341,0.552,0.291,0.144,14.4,0.368,PHI,0,2,123,114,9,1,3
754,UTA,UTA vs. OKC,12/14/16,48,0.674,0.208,0.158,15.8,0.138,0.402,0.329,0.11,11,0.277,OKC,1,4,109,89,20,1,1
755,WAS,WAS vs. CHA,12/14/16,48,0.546,0.195,0.145,14.5,0.3,0.608,0.284,0.187,18.7,0.147,CHA,1,2,109,106,3,1,2
756,ORL,ORL vs. LAC,12/14/16,48,0.551,0.225,0.085,8.5,0.255,0.588,0.5,0.117,11.7,0.206,LAC,1,1,108,113,-5,0,2
757,MIA,MIA vs. IND,12/14/16,48,0.494,0.305,0.16,16,0.304,0.421,0.191,0.09,9,0.12,IND,1,2,95,89,6,1,2
758,PHI,PHI vs. TOR,12/14/16,48,0.552,0.291,0.144,14.4,0.368,0.529,0.414,0.111,11.1,0.341,TOR,1,3,114,123,-9,0,2
759,OKC,OKC @ UTA,12/14/16,48,0.402,0.329,0.11,11,0.277,0.674,0.208,0.158,15.8,0.138,UTA,0,1,89,109,-20,0,4
760,DET,DET @ DAL,12/14/16,48,0.542,0.31,0.212,21.2,0.294,0.462,0.205,0.132,13.2,0.13,DAL,0,3,95,85,10,1,2
761,BOS,BOS @ SAS,12/14/16,48,0.5,0.238,0.133,13.3,0.195,0.6,0.175,0.165,16.5,0.156,SAS,0,3,101,108,-7,0,4
762,MEM,MEM vs. CLE,12/14/16,48,0.506,0.198,0.187,18.7,0.304,0.433,0.413,0.119,11.9,0.146,CLE,1,1,93,85,8,1,1
763,DAL,DAL vs. DET,12/14/16,48,0.462,0.205,0.132,13.2,0.13,0.542,0.31,0.212,21.2,0.294,DET,1,2,85,95,-10,0,3
764,CHI,CHI @ MIL,12/15/16,48,0.507,0.392,0.174,17.4,0.171,0.532,0.137,0.084,8.4,0.271,MIL,0,2,97,108,-11,0,3
765,DEN,DEN vs. POR,12/15/16,48,0.601,0.417,0.137,13.7,0.161,0.511,0.409,0.136,13.6,0.326,POR,1,3,132,120,12,1,2
766,NYK,NYK @ GSW,12/15/16,48,0.435,0.204,0.13,13,0.25,0.516,0.083,0.167,16.7,0.3,GSW,0,2,90,103,-13,0,2
767,SAS,SAS @ PHX,12/15/16,48,0.561,0.351,0.207,20.7,0.273,0.459,0.212,0.146,14.6,0.212,PHX,0,1,107,92,15,1,2
768,GSW,GSW vs. NYK,12/15/16,48,0.516,0.083,0.167,16.7,0.3,0.435,0.204,0.13,13,0.25,NYK,1,2,103,90,13,1,2
769,MIL,MIL vs. CHI,12/15/16,48,0.532,0.137,0.084,8.4,0.271,0.507,0.392,0.174,17.4,0.171,CHI,1,3,108,97,11,1,2
770,IND,IND @ NOP,12/15/16,48,0.431,0.276,0.117,11.7,0.137,0.482,0.329,0.156,15.6,0.22,NOP,0,1,95,102,-7,0,2
771,NOP,NOP vs. IND,12/15/16,48,0.482,0.329,0.156,15.6,0.22,0.431,0.276,0.117,11.7,0.137,IND,1,2,102,95,7,1,1
772,PHX,PHX vs. SAS,12/15/16,48,0.459,0.212,0.146,14.6,0.212,0.561,0.351,0.207,20.7,0.273,SAS,1,2,92,107,-15,0,1
773,POR,POR @ DEN,12/15/16,48,0.511,0.409,0.136,13.6,0.326,0.601,0.417,0.137,13.7,0.161,DEN,0,2,120,132,-12,0,3
774,CHA,CHA @ BOS,12/16/16,48,0.371,0.196,0.118,11.8,0.281,0.494,0.333,0.133,13.3,0.119,BOS,0,2,88,96,-8,0,2
775,MIA,MIA vs. LAC,12/16/16,48,0.441,0.269,0.06,6,0.189,0.476,0.349,0.101,10.1,0.159,LAC,1,2,98,102,-4,0,2
776,HOU,HOU vs. NOP,12/16/16,48,0.574,0.202,0.135,13.5,0.277,0.454,0.204,0.105,10.5,0.228,NOP,1,2,122,100,22,1,1
777,SAC,SAC @ MEM,12/16/16,48,0.431,0.463,0.126,12.6,0.277,0.409,0.468,0.14,14,0.289,MEM,0,2,96,92,4,1,2
778,UTA,UTA vs. DAL,12/16/16,48,0.631,0.415,0.189,18.9,0.286,0.532,0.273,0.081,8.1,0.175,DAL,1,2,103,100,3,1,2
779,TOR,TOR vs. ATL,12/16/16,48,0.605,0.302,0.101,10.1,0.216,0.599,0.372,0.141,14.1,0.429,ATL,1,2,121,125,-4,0,3
780,DET,DET @ WAS,12/16/16,48,0.547,0.244,0.096,9.6,0.233,0.649,0.351,0.065,6.5,0.091,WAS,0,2,108,122,-14,0,2
781,BKN,BKN @ ORL,12/16/16,48,0.536,0.313,0.161,16.1,0.143,0.438,0.433,0.064,6.4,0.25,ORL,0,2,111,118,-7,0,2
782,MIL,MIL @ CHI,12/16/16,48,0.524,0.159,0.135,13.5,0.262,0.332,0.163,0.131,13.1,0.311,CHI,0,1,95,69,26,1,1
783,ATL,ATL @ TOR,12/16/16,48,0.599,0.372,0.141,14.1,0.429,0.605,0.302,0.101,10.1,0.216,TOR,0,3,125,121,4,1,2
784,WAS,WAS vs. DET,12/16/16,48,0.649,0.351,0.065,6.5,0.091,0.547,0.244,0.096,9.6,0.233,DET,1,2,122,108,14,1,2
785,CHI,CHI vs. MIL,12/16/16,48,0.332,0.163,0.131,13.1,0.311,0.524,0.159,0.135,13.5,0.262,MIL,1,1,69,95,-26,0,1
786,LAL,LAL @ PHI,12/16/16,48,0.513,0.278,0.199,19.9,0.2,0.398,0.273,0.171,17.1,0.296,PHI,0,2,100,89,11,1,2
787,MEM,MEM vs. SAC,12/16/16,48,0.409,0.468,0.14,14,0.289,0.431,0.463,0.126,12.6,0.277,SAC,1,2,92,96,-4,0,2
788,PHI,PHI vs. LAL,12/16/16,48,0.398,0.273,0.171,17.1,0.296,0.513,0.278,0.199,19.9,0.2,LAL,1,2,89,100,-11,0,2
